payment_id,merchant_id,customer_id,invoice_id,gateway_id,payment_method_id,amount,currency,payment_status,payment_reference,initiated_at,completed_at,processing_time_ms
PAY0000738,MER000048,CUS000132,INV0000318,GTW007,PM016,58485,INR,Failed,TXN100000737,2025-09-09 04:22:00,2025-09-09 04:36:00,7403
PAY0000739,MER000048,CUS000158,INV0000275,GTW006,PM014,82765,INR,Captured,TXN100000738,2025-07-30 19:27:00,2025-07-30 19:34:00,3639
PAY0000740,MER000020,CUS000239,INV0000526,GTW016,PM017,82617,INR,Captured,TXN100000739,2024-12-15 14:43:00,2024-12-15 14:54:00,5452
PAY0000741,MER000062,CUS000077,INV0000298,GTW005,PM005,89794,INR,Authorized,TXN100000740,2025-04-24 13:05:00,,7546
PAY0000742,MER000010,CUS000235,INV0000255,GTW002,PM017,14207,INR,Captured,TXN100000741,2025-06-19 13:18:00,2025-06-19 13:27:00,4333
PAY0000743,MER000046,CUS000066,INV0000097,GTW019,PM003,66087,INR,Captured,TXN100000742,2025-04-20 21:46:00,2025-04-20 21:51:00,283
PAY0000744,MER000006,CUS000022,INV0000678,GTW014,PM010,41249,INR,Captured,TXN100000743,2025-04-18 05:50:00,2025-04-18 05:57:00,4960
PAY0000745,MER000044,CUS000248,INV0000776,GTW006,PM007,24359,INR,Pending,TXN100000744,2025-11-17 14:39:00,,790
PAY0000746,MER000001,CUS000102,INV0000619,GTW004,PM001,22609,INR,Captured,TXN100000745,2024-09-22 21:06:00,2024-09-22 21:07:00,5522
PAY0000747,MER000039,CUS000159,INV0000709,GTW020,PM012,90626,INR,Captured,TXN100000746,2025-02-18 21:47:00,2025-02-18 21:55:00,5669
PAY0000748,MER000018,CUS000004,,GTW007,PM004,2182,INR,Captured,TXN100000747,2025-11-22 12:51:00,2025-11-22 12:54:00,5851
PAY0000749,MER000031,CUS000112,,GTW018,PM007,11384,INR,Captured,TXN100000748,2024-01-28 06:30:00,2024-01-28 06:41:00,2615
PAY0000750,MER000020,CUS000190,INV0000152,GTW015,PM016,61899,INR,Captured,TXN100000749,2025-04-30 13:01:00,2025-04-30 13:16:00,310
PAY0000751,MER000051,CUS000014,,GTW011,PM001,13556,INR,Captured,TXN100000750,2025-08-22 07:12:00,2025-08-22 07:26:00,5314
PAY0000752,MER000038,CUS000010,INV0000443,GTW016,PM013,63814,INR,Captured,TXN100000751,2025-03-01 15:47:00,2025-03-01 15:59:00,4355
PAY0000753,MER000003,CUS000109,INV0000627,GTW019,PM011,72616,INR,Failed,TXN100000752,2025-11-25 15:14:00,2025-11-25 15:23:00,670
PAY0000754,MER000045,CUS000115,INV0000664,GTW014,PM001,21246,INR,Captured,TXN100000753,2025-03-03 15:07:00,2025-03-03 15:18:00,2509
PAY0000755,MER000044,CUS000236,INV0000481,GTW020,PM015,17291,INR,Captured,TXN100000754,2024-12-18 14:14:00,2024-12-18 14:24:00,7384
PAY0000756,MER000047,CUS000204,INV0000729,GTW016,PM006,81606,INR,Authorized,TXN100000755,2025-02-03 13:53:00,,1847
PAY0000757,MER000021,CUS000156,INV0000768,GTW016,PM004,54623,INR,Captured,TXN100000756,2024-03-29 21:30:00,2024-03-29 21:34:00,7875
PAY0000758,MER000046,CUS000226,,GTW009,PM012,88826,INR,Captured,TXN100000757,2024-11-06 07:13:00,2024-11-06 07:14:00,1449
PAY0000759,MER000015,CUS000159,INV0000881,GTW008,PM004,73760,INR,Captured,TXN100000758,2025-05-30 01:51:00,2025-05-30 01:58:00,1985
PAY0000760,MER000035,CUS000230,INV0000349,GTW005,PM017,79305,INR,Authorized,TXN100000759,2024-12-29 01:49:00,,5634
PAY0000761,MER000014,CUS000201,INV0000052,GTW020,PM020,13452,INR,Pending,TXN100000760,2025-03-24 14:53:00,,6897
PAY0000762,MER000047,CUS000041,INV0000520,GTW010,PM015,99972,INR,Captured,TXN100000761,2024-04-17 05:40:00,2024-04-17 05:44:00,4294
PAY0000763,MER000018,CUS000032,INV0000892,GTW007,PM015,54593,INR,Captured,TXN100000762,2024-04-11 04:41:00,2024-04-11 04:55:00,6451
PAY0000764,MER000035,CUS000096,INV0000252,GTW014,PM012,82602,INR,Captured,TXN100000763,2025-04-30 10:18:00,2025-04-30 10:20:00,5597
PAY0000765,MER000055,CUS000106,INV0000772,GTW014,PM015,67753,INR,Captured,TXN100000764,2025-06-26 13:50:00,2025-06-26 14:03:00,6659
PAY0000766,MER000067,CUS000242,INV0000967,GTW003,PM003,44442,INR,Pending,TXN100000765,2024-01-31 14:09:00,,2728
PAY0000767,MER000020,CUS000232,INV0000791,GTW019,PM002,82886,INR,Captured,TXN100000766,2024-06-17 13:03:00,2024-06-17 13:04:00,5993
PAY0000768,MER000039,CUS000185,INV0000897,GTW011,PM012,1135,INR,Captured,TXN100000767,2025-06-16 09:26:00,2025-06-16 09:37:00,6924
PAY0000769,MER000027,CUS000228,INV0000541,GTW018,PM020,81127,INR,Captured,TXN100000768,2025-09-17 04:44:00,2025-09-17 04:55:00,5491
PAY0000770,MER000011,CUS000010,INV0000354,GTW018,PM011,51217,INR,Captured,TXN100000769,2025-10-26 12:49:00,2025-10-26 12:54:00,6090
PAY0000771,MER000066,CUS000142,INV0000901,GTW010,PM017,44757,INR,Captured,TXN100000770,2024-05-09 16:34:00,2024-05-09 16:36:00,6351
PAY0000772,MER000039,CUS000186,INV0000024,GTW014,PM017,14575,INR,Captured,TXN100000771,2024-01-29 17:37:00,2024-01-29 17:51:00,6146
PAY0000773,MER000016,CUS000115,INV0000382,GTW010,PM019,96681,INR,Captured,TXN100000772,2024-09-22 20:32:00,2024-09-22 20:33:00,192
PAY0000774,MER000069,CUS000217,INV0000242,GTW020,PM008,46019,INR,Authorized,TXN100000773,2025-08-18 18:45:00,,2601
PAY0000775,MER000032,CUS000027,INV0000804,GTW011,PM017,76432,INR,Failed,TXN100000774,2025-08-09 21:08:00,2025-08-09 21:17:00,1727
PAY0000776,MER000053,CUS000021,INV0000370,GTW003,PM002,55790,INR,Failed,TXN100000775,2025-04-10 03:09:00,2025-04-10 03:23:00,7428
PAY0000777,MER000067,CUS000200,INV0000220,GTW013,PM009,76685,INR,Failed,TXN100000776,2025-04-01 02:23:00,2025-04-01 02:30:00,4236
PAY0000778,MER000019,CUS000130,INV0000451,GTW005,PM016,93311,INR,Pending,TXN100000777,2025-05-16 23:26:00,,3899
PAY0000779,MER000061,CUS000009,INV0000722,GTW006,PM018,48509,INR,Failed,TXN100000778,2025-06-09 16:07:00,2025-06-09 16:15:00,7700
PAY0000780,MER000038,CUS000011,,GTW017,PM005,15532,INR,Captured,TXN100000779,2025-09-08 13:07:00,2025-09-08 13:17:00,3193
PAY0000781,MER000019,CUS000201,INV0000384,GTW019,PM014,6476,INR,Captured,TXN100000780,2024-11-06 09:31:00,2024-11-06 09:34:00,7824
PAY0000782,MER000063,CUS000001,,GTW004,PM018,45798,INR,Pending,TXN100000781,2024-10-17 06:11:00,,703
PAY0000783,MER000044,CUS000201,,GTW013,PM016,94476,INR,Captured,TXN100000782,2025-03-03 15:36:00,2025-03-03 15:44:00,6979
PAY0000784,MER000058,CUS000039,INV0000781,GTW011,PM003,81989,INR,Captured,TXN100000783,2024-05-21 16:40:00,2024-05-21 16:48:00,5593
PAY0000785,MER000057,CUS000189,INV0000397,GTW009,PM003,21807,INR,Captured,TXN100000784,2024-08-26 12:21:00,2024-08-26 12:32:00,5943
PAY0000786,MER000011,CUS000050,INV0000646,GTW020,PM018,75709,INR,Captured,TXN100000785,2024-11-12 17:41:00,2024-11-12 17:50:00,6356
PAY0000787,MER000003,CUS000031,INV0000584,GTW018,PM006,2586,INR,Captured,TXN100000786,2025-06-18 06:48:00,2025-06-18 07:03:00,2402
PAY0000788,MER000042,CUS000103,INV0000252,GTW019,PM002,64518,INR,Pending,TXN100000787,2025-08-16 14:05:00,,7211
PAY0000789,MER000068,CUS000082,,GTW013,PM009,12030,INR,Captured,TXN100000788,2024-12-14 13:11:00,2024-12-14 13:25:00,1089
PAY0000790,MER000012,CUS000040,,GTW010,PM014,89046,INR,Captured,TXN100000789,2025-07-08 05:18:00,2025-07-08 05:23:00,1536
PAY0000791,MER000050,CUS000026,INV0000985,GTW011,PM005,54209,INR,Failed,TXN100000790,2024-11-29 05:01:00,2024-11-29 05:06:00,7465
PAY0000792,MER000031,CUS000127,INV0000385,GTW017,PM017,50569,INR,Captured,TXN100000791,2024-05-03 01:12:00,2024-05-03 01:22:00,7927
PAY0000793,MER000004,CUS000105,INV0000063,GTW008,PM001,35379,INR,Captured,TXN100000792,2024-11-21 14:35:00,2024-11-21 14:43:00,4688
PAY0000794,MER000017,CUS000078,,GTW019,PM014,58555,INR,Pending,TXN100000793,2025-11-22 03:15:00,,837
PAY0000795,MER000032,CUS000138,INV0000513,GTW014,PM018,59310,INR,Captured,TXN100000794,2024-07-27 04:23:00,2024-07-27 04:26:00,492
PAY0000796,MER000008,CUS000239,INV0000476,GTW016,PM009,78463,INR,Settled,TXN100000795,2025-09-27 09:41:00,2025-09-27 09:42:00,2205
PAY0000797,MER000037,CUS000012,INV0000390,GTW006,PM018,73904,INR,Captured,TXN100000796,2024-12-25 20:13:00,2024-12-25 20:22:00,722
PAY0000798,MER000056,CUS000054,INV0000405,GTW020,PM017,41820,INR,Captured,TXN100000797,2024-05-05 04:46:00,2024-05-05 04:51:00,7391
PAY0000799,MER000032,CUS000170,INV0000351,GTW011,PM011,27706,INR,Failed,TXN100000798,2025-10-12 08:48:00,2025-10-12 08:53:00,3916
PAY0000800,MER000001,CUS000156,,GTW016,PM001,1355,INR,Failed,TXN100000799,2024-12-02 00:58:00,2024-12-02 01:09:00,5660
PAY0000801,MER000010,CUS000138,INV0000570,GTW001,PM015,88212,INR,Captured,TXN100000800,2025-05-15 12:34:00,2025-05-15 12:49:00,1161
PAY0000802,MER000002,CUS000032,INV0000833,GTW015,PM012,25395,INR,Captured,TXN100000801,2025-01-20 19:22:00,2025-01-20 19:36:00,3791
PAY0000803,MER000046,CUS000050,INV0000761,GTW003,PM020,82051,INR,Authorized,TXN100000802,2024-01-21 08:43:00,,2633
PAY0000804,MER000027,CUS000002,INV0000227,GTW007,PM013,14641,INR,Captured,TXN100000803,2024-08-27 15:23:00,2024-08-27 15:31:00,7276
PAY0000805,MER000023,CUS000017,INV0000513,GTW019,PM005,97876,INR,Captured,TXN100000804,2025-05-20 05:35:00,2025-05-20 05:47:00,682
PAY0000806,MER000036,CUS000050,INV0000956,GTW001,PM018,80638,INR,Captured,TXN100000805,2025-08-06 07:56:00,2025-08-06 08:09:00,2221
PAY0000807,MER000007,CUS000219,INV0000905,GTW011,PM014,53430,INR,Captured,TXN100000806,2025-04-09 00:27:00,2025-04-09 00:38:00,2394
PAY0000808,MER000029,CUS000013,INV0000531,GTW009,PM014,69884,INR,Captured,TXN100000807,2025-04-22 15:23:00,2025-04-22 15:24:00,3827
PAY0000809,MER000004,CUS000189,INV0000402,GTW008,PM014,9857,INR,Authorized,TXN100000808,2024-07-18 10:05:00,,7662
PAY0000810,MER000004,CUS000123,INV0000169,GTW014,PM001,77764,INR,Captured,TXN100000809,2024-12-03 09:04:00,2024-12-03 09:06:00,6680
PAY0000811,MER000007,CUS000211,INV0000343,GTW011,PM017,31130,INR,Captured,TXN100000810,2024-09-13 07:06:00,2024-09-13 07:12:00,7879
PAY0000812,MER000016,CUS000022,INV0000615,GTW002,PM002,49565,INR,Captured,TXN100000811,2025-09-26 14:48:00,2025-09-26 14:56:00,2716
PAY0000813,MER000057,CUS000015,,GTW010,PM020,82175,INR,Authorized,TXN100000812,2024-03-07 04:03:00,,3687
PAY0000814,MER000052,CUS000025,INV0000694,GTW020,PM014,30654,INR,Captured,TXN100000813,2024-02-27 17:03:00,2024-02-27 17:10:00,7232
PAY0000815,MER000055,CUS000226,INV0000676,GTW020,PM020,13374,INR,Captured,TXN100000814,2025-09-30 00:29:00,2025-09-30 00:42:00,2932
PAY0000816,MER000014,CUS000027,INV0000692,GTW001,PM020,93593,INR,Captured,TXN100000815,2024-01-27 14:33:00,2024-01-27 14:37:00,703
PAY0000817,MER000046,CUS000108,INV0000861,GTW016,PM020,58377,INR,Captured,TXN100000816,2024-07-17 18:08:00,2024-07-17 18:13:00,1673
PAY0000818,MER000066,CUS000246,INV0000817,GTW012,PM010,76602,INR,Captured,TXN100000817,2024-02-15 01:08:00,2024-02-15 01:15:00,7401
PAY0000819,MER000048,CUS000249,INV0000150,GTW001,PM017,76965,INR,Captured,TXN100000818,2024-05-30 15:19:00,2024-05-30 15:24:00,5537
PAY0000820,MER000007,CUS000109,INV0000059,GTW012,PM007,26363,INR,Pending,TXN100000819,2024-08-31 16:52:00,,5397
PAY0000821,MER000060,CUS000154,,GTW011,PM019,74299,INR,Failed,TXN100000820,2024-03-11 10:12:00,2024-03-11 10:24:00,2899
PAY0000822,MER000006,CUS000127,INV0000429,GTW008,PM001,83824,INR,Captured,TXN100000821,2024-12-02 05:06:00,2024-12-02 05:19:00,1977
PAY0000823,MER000043,CUS000207,INV0000478,GTW013,PM007,52569,INR,Captured,TXN100000822,2025-09-30 06:15:00,2025-09-30 06:28:00,1659
PAY0000824,MER000015,CUS000037,INV0000007,GTW010,PM015,25580,INR,Captured,TXN100000823,2025-01-06 00:04:00,2025-01-06 00:13:00,5321
PAY0000825,MER000023,CUS000057,INV0000784,GTW009,PM006,44640,INR,Captured,TXN100000824,2025-01-03 01:01:00,2025-01-03 01:06:00,7093
PAY0000826,MER000013,CUS000006,INV0000183,GTW005,PM013,85935,INR,Pending,TXN100000825,2024-07-19 00:11:00,,6600
PAY0000827,MER000048,CUS000170,,GTW006,PM017,81784,INR,Captured,TXN100000826,2024-12-12 06:19:00,2024-12-12 06:25:00,7372
PAY0000828,MER000017,CUS000204,INV0000729,GTW007,PM007,69903,INR,Authorized,TXN100000827,2024-03-07 03:09:00,,3248
PAY0000829,MER000025,CUS000219,INV0000326,GTW018,PM010,19572,INR,Captured,TXN100000828,2025-09-05 13:40:00,2025-09-05 13:41:00,2834
PAY0000830,MER000063,CUS000054,INV0000645,GTW003,PM016,87066,INR,Captured,TXN100000829,2024-10-13 04:54:00,2024-10-13 05:04:00,5187
PAY0000831,MER000067,CUS000119,INV0000521,GTW006,PM011,93487,INR,Captured,TXN100000830,2025-02-01 20:48:00,2025-02-01 20:56:00,3212
PAY0000832,MER000005,CUS000054,INV0000495,GTW008,PM007,59355,INR,Captured,TXN100000831,2025-05-21 15:17:00,2025-05-21 15:28:00,7221
PAY0000833,MER000048,CUS000066,INV0000224,GTW018,PM003,17706,INR,Captured,TXN100000832,2024-11-09 13:56:00,2024-11-09 13:59:00,6307
PAY0000834,MER000066,CUS000160,INV0000456,GTW011,PM014,59233,INR,Captured,TXN100000833,2025-06-15 11:14:00,2025-06-15 11:22:00,3980
PAY0000835,MER000057,CUS000060,INV0000377,GTW009,PM003,47167,INR,Captured,TXN100000834,2025-05-24 10:17:00,2025-05-24 10:20:00,7534
PAY0000836,MER000036,CUS000238,INV0000863,GTW008,PM004,15643,INR,Captured,TXN100000835,2025-05-28 16:34:00,2025-05-28 16:47:00,734
PAY0000837,MER000039,CUS000191,INV0000560,GTW009,PM007,92589,INR,Failed,TXN100000836,2024-07-24 10:12:00,2024-07-24 10:17:00,5098
PAY0000838,MER000037,CUS000211,,GTW012,PM013,53283,INR,Pending,TXN100000837,2025-07-10 08:00:00,,6882
PAY0000839,MER000020,CUS000222,INV0000672,GTW013,PM008,29843,INR,Captured,TXN100000838,2024-01-13 15:41:00,2024-01-13 15:54:00,6075
PAY0000840,MER000060,CUS000185,INV0000486,GTW015,PM011,11355,INR,Pending,TXN100000839,2024-08-27 16:37:00,,2714
PAY0000841,MER000004,CUS000096,INV0000440,GTW005,PM019,16922,INR,Captured,TXN100000840,2025-03-03 06:28:00,2025-03-03 06:37:00,2653
PAY0000842,MER000044,CUS000058,,GTW014,PM014,89984,INR,Failed,TXN100000841,2024-01-10 15:51:00,2024-01-10 15:57:00,6315
PAY0000843,MER000005,CUS000237,INV0000798,GTW005,PM005,43386,INR,Captured,TXN100000842,2025-07-04 09:20:00,2025-07-04 09:30:00,4804
PAY0000844,MER000027,CUS000243,INV0000618,GTW013,PM003,70156,INR,Captured,TXN100000843,2025-09-14 18:55:00,2025-09-14 19:02:00,3315
PAY0000845,MER000012,CUS000044,INV0000112,GTW004,PM018,23383,INR,Captured,TXN100000844,2024-12-02 18:28:00,2024-12-02 18:33:00,412
PAY0000846,MER000050,CUS000073,INV0000618,GTW007,PM008,38255,INR,Captured,TXN100000845,2025-05-15 00:11:00,2025-05-15 00:26:00,5553
PAY0000847,MER000053,CUS000101,INV0000466,GTW006,PM004,17026,INR,Captured,TXN100000846,2024-02-28 11:33:00,2024-02-28 11:39:00,4544
PAY0000848,MER000017,CUS000223,INV0000761,GTW007,PM010,56749,INR,Authorized,TXN100000847,2024-03-11 12:57:00,,6850
PAY0000849,MER000026,CUS000129,INV0000487,GTW015,PM009,26537,INR,Authorized,TXN100000848,2024-06-11 19:36:00,,210
PAY0000850,MER000032,CUS000135,,GTW011,PM019,64450,INR,Captured,TXN100000849,2025-04-01 02:52:00,2025-04-01 03:05:00,3919
PAY0000851,MER000059,CUS000089,INV0000041,GTW010,PM013,80450,INR,Authorized,TXN100000850,2024-04-03 09:41:00,,6895
PAY0000852,MER000056,CUS000118,INV0000180,GTW013,PM006,91656,INR,Authorized,TXN100000851,2025-03-01 07:11:00,,4808
PAY0000853,MER000036,CUS000226,INV0000716,GTW018,PM010,87480,INR,Authorized,TXN100000852,2024-02-14 07:56:00,,7656
PAY0000854,MER000016,CUS000095,INV0000744,GTW003,PM004,66212,INR,Settled,TXN100000853,2024-08-10 15:26:00,2024-08-10 15:35:00,6429
PAY0000855,MER000060,CUS000007,INV0000420,GTW003,PM015,50058,INR,Captured,TXN100000854,2025-04-06 05:16:00,2025-04-06 05:17:00,2965
PAY0000856,MER000018,CUS000084,INV0000877,GTW015,PM016,60570,INR,Captured,TXN100000855,2024-07-18 12:02:00,2024-07-18 12:04:00,708
PAY0000857,MER000036,CUS000216,INV0000673,GTW006,PM006,2467,INR,Captured,TXN100000856,2024-09-05 22:28:00,2024-09-05 22:42:00,5122
PAY0000858,MER000002,CUS000174,INV0000302,GTW009,PM005,57857,INR,Captured,TXN100000857,2024-05-07 17:47:00,2024-05-07 17:49:00,3083
PAY0000859,MER000007,CUS000215,INV0000732,GTW017,PM004,51299,INR,Captured,TXN100000858,2024-02-05 21:34:00,2024-02-05 21:46:00,5805
PAY0000860,MER000026,CUS000238,INV0000054,GTW008,PM012,31365,INR,Pending,TXN100000859,2025-09-04 00:03:00,,1788
PAY0000861,MER000009,CUS000057,INV0000432,GTW004,PM006,94997,INR,Pending,TXN100000860,2024-01-29 00:21:00,,1518
PAY0000862,MER000027,CUS000240,INV0000525,GTW018,PM013,56183,INR,Captured,TXN100000861,2024-04-20 10:20:00,2024-04-20 10:24:00,1139
PAY0000863,MER000041,CUS000004,INV0000109,GTW013,PM007,60232,INR,Captured,TXN100000862,2024-12-31 10:11:00,2024-12-31 10:22:00,1953
PAY0000864,MER000028,CUS000106,INV0000835,GTW010,PM020,65580,INR,Captured,TXN100000863,2024-10-12 20:39:00,2024-10-12 20:41:00,984
PAY0000865,MER000042,CUS000162,INV0000811,GTW013,PM005,43622,INR,Settled,TXN100000864,2025-08-05 05:16:00,2025-08-05 05:26:00,1586
PAY0000866,MER000058,CUS000098,INV0000906,GTW017,PM008,66084,INR,Captured,TXN100000865,2024-11-21 21:30:00,2024-11-21 21:31:00,4962
PAY0000867,MER000016,CUS000080,INV0000014,GTW008,PM014,99353,INR,Pending,TXN100000866,2024-08-26 00:39:00,,2145
PAY0000868,MER000049,CUS000053,INV0000062,GTW002,PM008,95167,INR,Captured,TXN100000867,2024-05-20 11:31:00,2024-05-20 11:34:00,5049
PAY0000869,MER000041,CUS000165,,GTW002,PM017,54480,INR,Captured,TXN100000868,2025-03-30 23:56:00,2025-03-31 00:01:00,5458
PAY0000870,MER000032,CUS000053,INV0000769,GTW018,PM002,87263,INR,Failed,TXN100000869,2024-01-25 07:54:00,2024-01-25 08:00:00,2184
PAY0000871,MER000024,CUS000114,INV0000713,GTW001,PM003,64540,INR,Captured,TXN100000870,2024-08-15 19:55:00,2024-08-15 20:01:00,723
PAY0000872,MER000017,CUS000024,,GTW006,PM019,72038,INR,Authorized,TXN100000871,2024-02-23 20:09:00,,6959
PAY0000873,MER000040,CUS000043,INV0000210,GTW007,PM008,55676,INR,Captured,TXN100000872,2024-08-29 16:05:00,2024-08-29 16:13:00,1595
PAY0000874,MER000035,CUS000221,INV0000311,GTW016,PM003,47231,INR,Settled,TXN100000873,2024-10-19 18:28:00,2024-10-19 18:32:00,3412
PAY0000875,MER000020,CUS000210,INV0000483,GTW016,PM001,99967,INR,Captured,TXN100000874,2025-03-27 13:32:00,2025-03-27 13:39:00,3274
PAY0000876,MER000023,CUS000066,INV0000086,GTW013,PM015,40188,INR,Captured,TXN100000875,2024-11-03 19:34:00,2024-11-03 19:46:00,3865
PAY0000877,MER000061,CUS000051,INV0000576,GTW005,PM007,647,INR,Captured,TXN100000876,2025-09-12 15:04:00,2025-09-12 15:16:00,255
PAY0000878,MER000051,CUS000249,,GTW012,PM013,64266,INR,Authorized,TXN100000877,2025-01-18 15:25:00,,2671
PAY0000879,MER000016,CUS000099,INV0000603,GTW019,PM006,25557,INR,Captured,TXN100000878,2024-03-13 13:56:00,2024-03-13 14:11:00,6400
PAY0000880,MER000048,CUS000179,INV0000262,GTW002,PM013,55679,INR,Captured,TXN100000879,2024-12-22 16:45:00,2024-12-22 16:57:00,6176
PAY0000881,MER000019,CUS000067,INV0000490,GTW020,PM015,89368,INR,Failed,TXN100000880,2024-02-05 11:40:00,2024-02-05 11:41:00,1357
PAY0000882,MER000012,CUS000165,INV0000617,GTW013,PM013,92645,INR,Captured,TXN100000881,2025-08-15 21:53:00,2025-08-15 21:55:00,4951
PAY0000883,MER000022,CUS000213,,GTW014,PM009,90780,INR,Captured,TXN100000882,2024-03-23 16:58:00,2024-03-23 17:05:00,2625
PAY0000884,MER000012,CUS000028,INV0000546,GTW019,PM012,18805,INR,Captured,TXN100000883,2025-11-05 12:37:00,2025-11-05 12:44:00,2353
PAY0000885,MER000063,CUS000001,INV0000953,GTW004,PM003,91367,INR,Captured,TXN100000884,2025-02-11 22:19:00,2025-02-11 22:22:00,3572
PAY0000886,MER000024,CUS000181,INV0000671,GTW005,PM007,63862,INR,Captured,TXN100000885,2024-10-22 23:27:00,2024-10-22 23:33:00,1640
PAY0000887,MER000008,CUS000192,INV0000113,GTW006,PM007,34093,INR,Captured,TXN100000886,2025-04-06 18:52:00,2025-04-06 18:56:00,7541
PAY0000888,MER000022,CUS000021,,GTW010,PM003,49609,INR,Captured,TXN100000887,2025-03-27 20:58:00,2025-03-27 21:12:00,1171
PAY0000889,MER000013,CUS000003,INV0000351,GTW002,PM009,98639,INR,Captured,TXN100000888,2024-01-31 18:15:00,2024-01-31 18:26:00,7975
PAY0000890,MER000049,CUS000155,INV0000597,GTW017,PM009,63791,INR,Captured,TXN100000889,2024-02-12 03:13:00,2024-02-12 03:14:00,4026
PAY0000891,MER000041,CUS000210,INV0000619,GTW008,PM012,87273,INR,Failed,TXN100000890,2025-03-15 10:23:00,2025-03-15 10:29:00,3414
PAY0000892,MER000052,CUS000186,INV0000059,GTW005,PM001,78993,INR,Captured,TXN100000891,2024-12-30 10:51:00,2024-12-30 10:59:00,1156
PAY0000893,MER000048,CUS000116,,GTW020,PM016,67590,INR,Pending,TXN100000892,2024-10-13 22:48:00,,3534
PAY0000894,MER000006,CUS000249,INV0000004,GTW011,PM015,30712,INR,Captured,TXN100000893,2025-10-15 10:01:00,2025-10-15 10:15:00,5120
PAY0000895,MER000061,CUS000169,INV0000757,GTW004,PM013,38617,INR,Captured,TXN100000894,2025-09-19 02:22:00,2025-09-19 02:37:00,5123
PAY0000896,MER000065,CUS000009,INV0000147,GTW005,PM016,11515,INR,Authorized,TXN100000895,2025-06-16 18:50:00,,2618
PAY0000897,MER000062,CUS000170,INV0000562,GTW018,PM008,31997,INR,Captured,TXN100000896,2025-04-23 05:57:00,2025-04-23 05:59:00,1883
PAY0000898,MER000004,CUS000042,INV0000967,GTW011,PM013,36847,INR,Captured,TXN100000897,2025-11-06 22:05:00,2025-11-06 22:17:00,1955
PAY0000899,MER000069,CUS000163,INV0000682,GTW016,PM003,90773,INR,Failed,TXN100000898,2025-05-02 21:07:00,2025-05-02 21:22:00,2876
PAY0000900,MER000049,CUS000168,,GTW018,PM014,30687,INR,Captured,TXN100000899,2025-08-12 19:04:00,2025-08-12 19:11:00,1981
PAY0000901,MER000025,CUS000191,INV0000298,GTW004,PM019,48300,INR,Captured,TXN100000900,2024-03-30 03:05:00,2024-03-30 03:15:00,1193
PAY0000902,MER000069,CUS000049,,GTW013,PM014,41996,INR,Captured,TXN100000901,2025-01-24 18:47:00,2025-01-24 18:48:00,6468
PAY0000903,MER000014,CUS000102,INV0000696,GTW001,PM018,60472,INR,Captured,TXN100000902,2024-05-09 16:42:00,2024-05-09 16:46:00,2738
PAY0000904,MER000037,CUS000038,INV0000966,GTW002,PM020,42061,INR,Failed,TXN100000903,2024-10-30 07:31:00,2024-10-30 07:34:00,2680
PAY0000905,MER000028,CUS000127,INV0000706,GTW010,PM013,7808,INR,Failed,TXN100000904,2024-05-06 08:54:00,2024-05-06 09:02:00,6787
PAY0000906,MER000007,CUS000237,INV0000848,GTW006,PM016,95441,INR,Pending,TXN100000905,2024-08-03 23:59:00,,3359
PAY0000907,MER000055,CUS000174,INV0000835,GTW016,PM012,99415,INR,Captured,TXN100000906,2025-11-06 05:01:00,2025-11-06 05:07:00,3356
PAY0000908,MER000051,CUS000025,INV0000541,GTW005,PM011,98701,INR,Authorized,TXN100000907,2024-10-16 09:44:00,,6632
PAY0000909,MER000018,CUS000114,INV0000825,GTW016,PM010,19082,INR,Captured,TXN100000908,2024-02-25 22:19:00,2024-02-25 22:22:00,1868
PAY0000910,MER000014,CUS000174,INV0000767,GTW005,PM013,56082,INR,Captured,TXN100000909,2024-07-19 23:41:00,2024-07-19 23:53:00,5716
PAY0000911,MER000007,CUS000031,INV0000949,GTW017,PM011,77877,INR,Settled,TXN100000910,2024-02-27 03:22:00,2024-02-27 03:25:00,3703
PAY0000912,MER000031,CUS000102,,GTW016,PM010,90275,INR,Captured,TXN100000911,2025-10-04 23:25:00,2025-10-04 23:27:00,5033
PAY0000913,MER000012,CUS000200,,GTW015,PM013,36173,INR,Pending,TXN100000912,2025-10-30 23:24:00,,5330
PAY0000914,MER000066,CUS000058,INV0000377,GTW001,PM019,75201,INR,Captured,TXN100000913,2024-01-12 03:07:00,2024-01-12 03:15:00,4840
PAY0000915,MER000056,CUS000077,INV0000711,GTW019,PM005,13133,INR,Captured,TXN100000914,2024-04-06 18:11:00,2024-04-06 18:22:00,2814
PAY0000916,MER000003,CUS000101,INV0000931,GTW018,PM018,69579,INR,Pending,TXN100000915,2025-07-04 05:25:00,,4152
PAY0000917,MER000016,CUS000193,INV0000858,GTW007,PM004,23780,INR,Pending,TXN100000916,2025-08-21 17:45:00,,7211
PAY0000918,MER000016,CUS000011,INV0000185,GTW005,PM019,27130,INR,Pending,TXN100000917,2024-01-06 17:28:00,,5496
PAY0000919,MER000039,CUS000094,INV0000576,GTW018,PM006,55550,INR,Settled,TXN100000918,2024-09-19 01:05:00,2024-09-19 01:14:00,7893
PAY0000920,MER000038,CUS000169,INV0000255,GTW018,PM015,18431,INR,Authorized,TXN100000919,2024-11-03 01:33:00,,4877
