attempt_id,payment_id,gateway_id,attempt_number,attempt_status,failure_reason,started_at,completed_at
ATT0000533,PAY0000339,GTW003,2,Success,,2024-12-04 08:03:32,2024-12-04 08:03:40
ATT0000534,PAY0001128,GTW013,2,Failed,Daily Limit Exceeded,2024-03-21 14:28:51,2024-03-21 14:29:10
ATT0000535,PAY0000181,GTW016,2,Success,,2025-05-24 23:41:01,2025-05-24 23:41:05
ATT0000536,PAY0000827,GTW014,1,Success,,2024-01-01 02:50:38,2024-01-01 02:50:58
ATT0000537,PAY0001306,GTW010,3,Success,,2025-11-01 21:29:21,2025-11-01 21:29:33
ATT0000538,PAY0000112,GTW008,2,Success,,2025-09-26 19:30:45,2025-09-26 19:30:57
ATT0000539,PAY0001467,GTW015,1,Success,,2025-11-05 07:00:21,2025-11-05 07:00:33
ATT0000540,PAY0001298,GTW010,3,Success,,2024-04-18 01:57:10,2024-04-18 01:57:26
ATT0000541,PAY0000288,GTW014,1,Success,,2024-07-19 06:07:59,2024-07-19 06:08:12
ATT0000542,PAY0000442,GTW015,1,Success,,2024-04-20 13:02:59,2024-04-20 13:03:18
ATT0000543,PAY0000253,GTW015,2,Success,,2025-05-31 04:31:00,2025-05-31 04:31:17
ATT0000544,PAY0000100,GTW018,2,Failed,Customer Cancelled,2025-05-09 16:49:58,2025-05-09 16:50:04
ATT0000545,PAY0000356,GTW005,1,Success,,2025-09-06 19:56:20,2025-09-06 19:56:37
ATT0000546,PAY0000788,GTW014,3,Failed,Daily Limit Exceeded,2024-09-11 08:25:21,2024-09-11 08:25:31
ATT0000547,PAY0000274,GTW005,2,Success,,2025-06-08 09:53:44,2025-06-08 09:54:02
ATT0000548,PAY0000643,GTW018,3,Success,,2024-08-02 19:45:18,2024-08-02 19:45:30
ATT0000549,PAY0001378,GTW005,3,Success,,2024-07-01 16:34:44,2024-07-01 16:34:55
ATT0000550,PAY0001455,GTW004,2,Success,,2025-08-19 18:42:45,2025-08-19 18:42:59
ATT0000551,PAY0001381,GTW018,2,Failed,Bank Declined,2025-03-08 00:33:06,2025-03-08 00:33:07
ATT0000552,PAY0000298,GTW002,3,Success,,2024-09-30 05:18:43,2024-09-30 05:18:52
ATT0000553,PAY0000300,GTW002,3,Success,,2024-07-27 17:02:22,2024-07-27 17:02:37
ATT0000554,PAY0000210,GTW020,3,Success,,2024-08-17 23:41:35,2024-08-17 23:41:48
ATT0000555,PAY0000487,GTW017,3,Success,,2025-11-11 01:59:24,2025-11-11 01:59:37
ATT0000556,PAY0000854,GTW011,3,Success,,2024-09-14 06:39:55,2024-09-14 06:40:10
ATT0000557,PAY0000462,GTW012,3,Success,,2025-09-09 06:49:46,2025-09-09 06:49:53
ATT0000558,PAY0000603,GTW015,1,Failed,Bank Timeout,2024-03-17 05:11:47,2024-03-17 05:12:04
ATT0000559,PAY0000773,GTW002,2,Success,,2024-09-27 04:10:37,2024-09-27 04:10:46
ATT0000560,PAY0000012,GTW011,2,Success,,2024-06-07 01:09:59,2024-06-07 01:10:10
ATT0000561,PAY0001223,GTW002,3,Success,,2025-11-08 09:31:50,2025-11-08 09:32:09
ATT0000562,PAY0001127,GTW012,1,Success,,2024-11-21 16:14:11,2024-11-21 16:14:28
ATT0000563,PAY0000140,GTW017,1,Success,,2025-07-03 12:05:22,2025-07-03 12:05:30
ATT0000564,PAY0000437,GTW011,2,Success,,2024-08-11 19:33:30,2024-08-11 19:33:48
ATT0000565,PAY0001330,GTW001,1,Success,,2025-04-01 07:57:41,2025-04-01 07:58:01
ATT0000566,PAY0001273,GTW008,1,Success,,2024-11-24 12:58:50,2024-11-24 12:58:54
ATT0000567,PAY0000791,GTW009,3,Success,,2024-01-26 16:52:49,2024-01-26 16:53:01
ATT0000568,PAY0001054,GTW017,2,Success,,2024-10-30 20:12:20,2024-10-30 20:12:37
ATT0000569,PAY0000169,GTW004,1,Failed,UPI Timeout,2025-07-04 17:00:40,2025-07-04 17:00:43
ATT0000570,PAY0001373,GTW007,3,Success,,2024-04-16 06:34:53,2024-04-16 06:35:07
ATT0000571,PAY0001325,GTW003,3,Success,,2024-01-25 14:45:21,2024-01-25 14:45:23
ATT0000572,PAY0000180,GTW003,1,Success,,2024-09-14 17:04:36,2024-09-14 17:04:44
ATT0000573,PAY0000530,GTW014,2,Success,,2025-02-18 13:20:01,2025-02-18 13:20:14
ATT0000574,PAY0001379,GTW004,3,Success,,2025-09-25 02:48:47,2025-09-25 02:49:06
ATT0000575,PAY0000094,GTW003,2,Failed,Customer Cancelled,2024-04-18 09:50:43,2024-04-18 09:50:53
ATT0000576,PAY0000178,GTW010,2,Success,,2025-11-07 00:30:10,2025-11-07 00:30:28
ATT0000577,PAY0000451,GTW005,3,Success,,2025-07-12 09:40:09,2025-07-12 09:40:19
ATT0000578,PAY0001388,GTW012,1,Success,,2025-07-22 04:07:02,2025-07-22 04:07:03
ATT0000579,PAY0001173,GTW020,2,Success,,2024-03-28 09:13:47,2024-03-28 09:13:59
ATT0000580,PAY0000434,GTW014,3,Failed,Invalid OTP,2024-05-25 05:11:14,2024-05-25 05:11:34
ATT0000581,PAY0000398,GTW004,1,Success,,2025-08-03 01:54:48,2025-08-03 01:55:06
ATT0000582,PAY0000945,GTW018,1,Success,,2024-03-09 08:06:12,2024-03-09 08:06:31
ATT0000583,PAY0000998,GTW011,2,Success,,2025-11-02 07:06:18,2025-11-02 07:06:38
ATT0000584,PAY0000143,GTW007,2,Success,,2024-12-02 19:42:19,2024-12-02 19:42:38
ATT0000585,PAY0000313,GTW019,3,Success,,2024-11-19 13:10:00,2024-11-19 13:10:11
ATT0000586,PAY0000505,GTW008,3,Success,,2025-03-22 08:53:23,2025-03-22 08:53:28
ATT0000587,PAY0001392,GTW011,2,Success,,2025-01-02 09:31:35,2025-01-02 09:31:39
ATT0000588,PAY0000360,GTW020,1,Failed,Bank Timeout,2024-05-23 17:12:16,2024-05-23 17:12:19
ATT0000589,PAY0000039,GTW017,3,Success,,2025-08-18 18:25:49,2025-08-18 18:26:08
ATT0000590,PAY0000436,GTW002,3,Success,,2025-07-06 15:41:49,2025-07-06 15:41:54
ATT0000591,PAY0000750,GTW013,1,Failed,Daily Limit Exceeded,2025-08-26 23:54:18,2025-08-26 23:54:23
ATT0000592,PAY0001027,GTW017,1,Success,,2025-05-29 00:42:15,2025-05-29 00:42:35
ATT0000593,PAY0001402,GTW006,3,Success,,2024-06-12 05:36:36,2024-06-12 05:36:41
ATT0000594,PAY0001500,GTW016,2,Success,,2025-05-14 07:04:16,2025-05-14 07:04:28
ATT0000595,PAY0000480,GTW002,3,Success,,2025-01-04 12:30:58,2025-01-04 12:31:13
ATT0000596,PAY0000096,GTW002,3,Success,,2025-06-17 20:53:17,2025-06-17 20:53:26
ATT0000597,PAY0001186,GTW018,3,Success,,2025-10-31 12:23:37,2025-10-31 12:23:40
ATT0000598,PAY0001059,GTW009,2,Failed,Daily Limit Exceeded,2024-08-16 16:25:22,2024-08-16 16:25:34
ATT0000599,PAY0000988,GTW020,1,Success,,2024-05-22 14:10:14,2024-05-22 14:10:17
ATT0000600,PAY0001054,GTW009,1,Success,,2024-06-10 11:38:45,2024-06-10 11:38:49
ATT0000601,PAY0001354,GTW008,2,Failed,UPI Timeout,2024-04-26 15:43:30,2024-04-26 15:43:46
ATT0000602,PAY0001210,GTW006,3,Failed,Customer Cancelled,2024-01-23 07:02:08,2024-01-23 07:02:27
ATT0000603,PAY0000330,GTW005,3,Success,,2025-08-09 04:03:10,2025-08-09 04:03:19
ATT0000604,PAY0000369,GTW017,2,Success,,2025-07-31 20:01:56,2025-07-31 20:02:06
ATT0000605,PAY0000176,GTW007,2,Success,,2025-04-27 15:10:14,2025-04-27 15:10:28
ATT0000606,PAY0001231,GTW005,3,Failed,Network Error,2024-07-05 19:42:32,2024-07-05 19:42:41
ATT0000607,PAY0001484,GTW011,2,Success,,2024-03-11 07:24:24,2024-03-11 07:24:29
ATT0000608,PAY0000223,GTW001,1,Success,,2025-05-31 21:26:52,2025-05-31 21:26:57
ATT0000609,PAY0001241,GTW004,1,Success,,2025-09-21 19:02:56,2025-09-21 19:03:14
ATT0000610,PAY0001031,GTW004,1,Success,,2024-05-13 19:34:52,2024-05-13 19:34:53
ATT0000611,PAY0001390,GTW014,3,Success,,2024-02-14 22:33:27,2024-02-14 22:33:35
ATT0000612,PAY0000988,GTW013,2,Success,,2025-08-12 03:27:08,2025-08-12 03:27:17
ATT0000613,PAY0000978,GTW008,1,Success,,2025-07-10 13:16:12,2025-07-10 13:16:13
ATT0000614,PAY0001453,GTW001,3,Success,,2025-06-16 00:24:41,2025-06-16 00:24:48
ATT0000615,PAY0001409,GTW011,2,Success,,2024-06-07 13:41:37,2024-06-07 13:41:46
ATT0000616,PAY0000536,GTW018,2,Success,,2025-09-18 08:43:25,2025-09-18 08:43:32
ATT0000617,PAY0000847,GTW018,3,Success,,2025-01-14 17:35:30,2025-01-14 17:35:39
ATT0000618,PAY0000629,GTW019,2,Success,,2025-02-11 23:08:54,2025-02-11 23:08:58
ATT0000619,PAY0000471,GTW015,3,Failed,Fraud Check Failed,2024-04-12 06:32:25,2024-04-12 06:32:36
ATT0000620,PAY0001258,GTW002,1,Success,,2025-10-13 00:51:05,2025-10-13 00:51:10
ATT0000621,PAY0000966,GTW020,2,Success,,2024-09-26 07:23:05,2024-09-26 07:23:25
ATT0000622,PAY0000078,GTW013,2,Success,,2025-06-17 09:45:38,2025-06-17 09:45:40
ATT0000623,PAY0000359,GTW016,2,Success,,2025-11-03 16:18:12,2025-11-03 16:18:14
ATT0000624,PAY0001228,GTW017,3,Success,,2025-09-21 05:43:02,2025-09-21 05:43:14
ATT0000625,PAY0000490,GTW001,1,Success,,2024-10-09 12:22:42,2024-10-09 12:22:55
ATT0000626,PAY0000831,GTW019,1,Success,,2024-03-11 02:35:18,2024-03-11 02:35:36
ATT0000627,PAY0001194,GTW012,2,Failed,Bank Declined,2024-10-10 07:38:12,2024-10-10 07:38:27
ATT0000628,PAY0001178,GTW001,2,Success,,2025-06-02 03:35:04,2025-06-02 03:35:21
ATT0000629,PAY0000603,GTW011,1,Failed,Invalid OTP,2024-09-20 17:52:50,2024-09-20 17:53:09
ATT0000630,PAY0001422,GTW015,2,Success,,2024-09-06 10:49:29,2024-09-06 10:49:44
ATT0000631,PAY0001202,GTW001,2,Success,,2024-03-10 12:40:50,2024-03-10 12:40:58
ATT0000632,PAY0001387,GTW008,2,Success,,2024-12-27 16:34:00,2024-12-27 16:34:09
ATT0000633,PAY0000509,GTW010,1,Success,,2024-12-16 02:35:59,2024-12-16 02:36:05
ATT0000634,PAY0000976,GTW011,2,Success,,2025-08-10 08:11:47,2025-08-10 08:11:54
ATT0000635,PAY0001022,GTW007,1,Success,,2024-09-28 06:14:12,2024-09-28 06:14:20
ATT0000636,PAY0001267,GTW012,1,Success,,2024-05-02 02:43:42,2024-05-02 02:43:58
ATT0000637,PAY0001258,GTW001,3,Failed,Customer Cancelled,2025-05-08 11:39:20,2025-05-08 11:39:36
ATT0000638,PAY0000563,GTW016,1,Failed,Network Error,2025-06-07 08:25:14,2025-06-07 08:25:33
ATT0000639,PAY0000111,GTW017,2,Success,,2025-07-07 01:32:22,2025-07-07 01:32:35
ATT0000640,PAY0001406,GTW006,2,Failed,Insufficient Funds,2025-06-14 14:20:44,2025-06-14 14:20:45
ATT0000641,PAY0001381,GTW007,2,Success,,2024-11-29 11:39:55,2024-11-29 11:40:04
ATT0000642,PAY0000384,GTW018,2,Success,,2025-04-27 19:21:23,2025-04-27 19:21:29
ATT0000643,PAY0001022,GTW014,1,Success,,2025-01-16 11:54:25,2025-01-16 11:54:34
ATT0000644,PAY0000924,GTW006,3,Success,,2025-08-12 21:14:52,2025-08-12 21:14:56
ATT0000645,PAY0001477,GTW009,1,Success,,2025-01-25 06:09:51,2025-01-25 06:09:56
ATT0000646,PAY0000969,GTW001,1,Success,,2024-05-17 20:33:34,2024-05-17 20:33:45
ATT0000647,PAY0000997,GTW010,2,Success,,2025-08-04 01:25:06,2025-08-04 01:25:12
ATT0000648,PAY0000123,GTW007,2,Success,,2025-10-06 03:28:47,2025-10-06 03:28:58
ATT0000649,PAY0000533,GTW012,2,Success,,2024-09-20 11:01:26,2024-09-20 11:01:30
ATT0000650,PAY0000720,GTW020,1,Success,,2025-10-27 20:34:11,2025-10-27 20:34:21
ATT0000651,PAY0000728,GTW011,3,Success,,2025-04-02 02:24:39,2025-04-02 02:24:49
ATT0000652,PAY0000950,GTW005,1,Success,,2024-12-11 13:40:39,2024-12-11 13:40:58
ATT0000653,PAY0000829,GTW003,1,Success,,2024-08-21 10:20:41,2024-08-21 10:20:51
ATT0000654,PAY0001455,GTW009,3,Success,,2024-10-04 14:49:55,2024-10-04 14:50:07
ATT0000655,PAY0001203,GTW017,2,Success,,2024-07-07 00:08:46,2024-07-07 00:08:54
ATT0000656,PAY0001356,GTW009,3,Success,,2024-03-22 06:10:25,2024-03-22 06:10:29
ATT0000657,PAY0000196,GTW003,2,Success,,2024-01-27 12:33:48,2024-01-27 12:33:51
ATT0000658,PAY0000213,GTW009,3,Success,,2025-11-01 12:19:14,2025-11-01 12:19:22
ATT0000659,PAY0000582,GTW015,3,Success,,2025-06-23 05:01:02,2025-06-23 05:01:14
ATT0000660,PAY0000667,GTW016,2,Failed,Fraud Check Failed,2025-07-07 08:35:28,2025-07-07 08:35:33
ATT0000661,PAY0000363,GTW019,3,Success,,2025-10-13 18:27:33,2025-10-13 18:27:51
ATT0000662,PAY0000635,GTW012,2,Success,,2024-04-01 14:19:23,2024-04-01 14:19:37
ATT0000663,PAY0000533,GTW005,2,Success,,2025-06-19 04:22:18,2025-06-19 04:22:34
ATT0000664,PAY0001096,GTW001,3,Failed,Invalid OTP,2025-05-03 09:00:49,2025-05-03 09:01:03
ATT0000665,PAY0001223,GTW008,1,Success,,2024-07-12 13:56:35,2024-07-12 13:56:49
ATT0000666,PAY0000809,GTW008,1,Success,,2025-10-23 12:53:24,2025-10-23 12:53:32
ATT0000667,PAY0000539,GTW003,2,Success,,2025-06-13 19:51:44,2025-06-13 19:51:53
ATT0000668,PAY0000584,GTW018,2,Success,,2024-03-11 05:08:18,2024-03-11 05:08:22
ATT0000669,PAY0001305,GTW015,3,Success,,2025-09-29 15:12:20,2025-09-29 15:12:21
ATT0000670,PAY0000312,GTW002,3,Success,,2024-04-14 09:17:08,2024-04-14 09:17:23
ATT0000671,PAY0001490,GTW001,1,Success,,2024-01-16 15:13:21,2024-01-16 15:13:35
ATT0000672,PAY0000639,GTW016,2,Success,,2024-02-02 10:05:53,2024-02-02 10:05:58
ATT0000673,PAY0000115,GTW009,2,Success,,2025-04-26 05:12:57,2025-04-26 05:13:06
ATT0000674,PAY0000782,GTW001,1,Failed,Insufficient Funds,2024-09-11 12:49:28,2024-09-11 12:49:36
ATT0000675,PAY0000408,GTW015,3,Success,,2025-06-17 21:13:30,2025-06-17 21:13:43
ATT0000676,PAY0001396,GTW010,2,Success,,2024-02-13 23:59:35,2024-02-13 23:59:52
ATT0000677,PAY0000251,GTW009,2,Success,,2024-07-22 11:56:03,2024-07-22 11:56:10
ATT0000678,PAY0000232,GTW008,3,Success,,2024-01-16 05:50:17,2024-01-16 05:50:36
ATT0000679,PAY0000246,GTW013,1,Success,,2024-02-13 18:50:44,2024-02-13 18:51:00
ATT0000680,PAY0001410,GTW020,1,Success,,2024-04-01 07:10:31,2024-04-01 07:10:34
ATT0000681,PAY0001405,GTW020,2,Failed,Fraud Check Failed,2025-10-02 01:03:22,2025-10-02 01:03:27
ATT0000682,PAY0000220,GTW005,2,Success,,2025-07-25 20:48:22,2025-07-25 20:48:37
ATT0000683,PAY0000396,GTW001,3,Success,,2024-05-17 08:57:02,2024-05-17 08:57:18
ATT0000684,PAY0001448,GTW015,3,Success,,2025-05-16 06:36:11,2025-05-16 06:36:29
ATT0000685,PAY0000713,GTW011,3,Success,,2025-09-05 17:10:04,2025-09-05 17:10:21
ATT0000686,PAY0000318,GTW015,2,Failed,Bank Declined,2025-07-08 11:29:00,2025-07-08 11:29:17
ATT0000687,PAY0000380,GTW001,3,Failed,Fraud Check Failed,2025-09-27 07:20:46,2025-09-27 07:20:49
ATT0000688,PAY0000794,GTW007,3,Success,,2025-07-18 04:39:18,2025-07-18 04:39:29
ATT0000689,PAY0000840,GTW011,1,Success,,2025-11-05 02:02:53,2025-11-05 02:02:58
ATT0000690,PAY0000366,GTW002,1,Success,,2024-07-15 03:02:36,2024-07-15 03:02:49
ATT0000691,PAY0001348,GTW016,3,Success,,2025-08-27 08:03:23,2025-08-27 08:03:31
ATT0000692,PAY0001241,GTW003,1,Failed,Daily Limit Exceeded,2024-08-01 20:31:59,2024-08-01 20:32:02
ATT0000693,PAY0001309,GTW002,2,Success,,2025-03-01 11:50:45,2025-03-01 11:50:47
ATT0000694,PAY0001264,GTW009,3,Success,,2024-03-13 09:04:13,2024-03-13 09:04:30
ATT0000695,PAY0000199,GTW004,3,Success,,2025-01-29 06:12:33,2025-01-29 06:12:41
ATT0000696,PAY0001168,GTW006,3,Success,,2025-03-01 23:06:49,2025-03-01 23:07:08
ATT0000697,PAY0000734,GTW015,3,Success,,2024-04-16 05:50:11,2024-04-16 05:50:29
ATT0000698,PAY0000823,GTW017,2,Success,,2025-06-30 19:28:59,2025-06-30 19:29:11
ATT0000699,PAY0000646,GTW018,2,Failed,Customer Cancelled,2025-02-26 20:27:52,2025-02-26 20:28:03
ATT0000700,PAY0000493,GTW019,3,Success,,2025-07-17 23:16:23,2025-07-17 23:16:38
ATT0000701,PAY0000917,GTW013,1,Success,,2024-10-18 19:01:33,2024-10-18 19:01:38
ATT0000702,PAY0000619,GTW001,2,Failed,Fraud Check Failed,2024-08-07 10:01:49,2024-08-07 10:01:58
ATT0000703,PAY0001048,GTW018,3,Failed,Network Error,2024-06-07 03:02:29,2024-06-07 03:02:41
ATT0000704,PAY0000284,GTW009,2,Failed,Bank Timeout,2024-09-12 07:16:51,2024-09-12 07:17:01
ATT0000705,PAY0001169,GTW013,3,Failed,Network Error,2024-03-20 23:20:50,2024-03-20 23:21:06
ATT0000706,PAY0001000,GTW019,1,Success,,2024-11-03 01:46:51,2024-11-03 01:47:10
ATT0000707,PAY0000782,GTW003,1,Failed,Bank Declined,2024-12-08 11:56:52,2024-12-08 11:57:06
ATT0000708,PAY0000247,GTW008,3,Success,,2025-09-08 00:40:49,2025-09-08 00:41:02
ATT0000709,PAY0000111,GTW010,3,Success,,2025-07-06 18:09:20,2025-07-06 18:09:37
ATT0000710,PAY0001430,GTW008,1,Success,,2025-02-06 14:48:38,2025-02-06 14:48:57
ATT0000711,PAY0001034,GTW003,1,Success,,2025-02-07 04:08:21,2025-02-07 04:08:24
ATT0000712,PAY0000975,GTW019,3,Success,,2025-02-12 08:05:25,2025-02-12 08:05:42
ATT0000713,PAY0000890,GTW005,1,Success,,2024-07-21 15:25:41,2024-07-21 15:26:00
ATT0000714,PAY0000402,GTW018,3,Failed,Bank Declined,2025-06-20 07:15:04,2025-06-20 07:15:13
ATT0000715,PAY0000663,GTW019,1,Success,,2025-02-27 13:23:22,2025-02-27 13:23:29
ATT0000716,PAY0000657,GTW012,3,Success,,2024-11-08 05:22:39,2024-11-08 05:22:54
ATT0000717,PAY0001277,GTW005,2,Success,,2024-08-27 06:43:23,2024-08-27 06:43:28
ATT0000718,PAY0001492,GTW003,1,Success,,2024-09-05 19:59:09,2024-09-05 19:59:19
ATT0000719,PAY0000029,GTW011,3,Failed,UPI Timeout,2024-11-08 14:30:01,2024-11-08 14:30:12
ATT0000720,PAY0001102,GTW007,1,Success,,2024-09-21 17:30:39,2024-09-21 17:30:44
ATT0000721,PAY0001424,GTW001,2,Success,,2025-11-10 16:02:16,2025-11-10 16:02:22
ATT0000722,PAY0000124,GTW010,1,Success,,2025-09-24 08:03:29,2025-09-24 08:03:30
ATT0000723,PAY0000137,GTW013,3,Success,,2025-11-06 11:55:06,2025-11-06 11:55:07
ATT0000724,PAY0000600,GTW013,1,Failed,Daily Limit Exceeded,2025-06-04 22:06:57,2025-06-04 22:07:08
ATT0000725,PAY0001223,GTW018,1,Success,,2025-05-27 14:35:59,2025-05-27 14:36:00
ATT0000726,PAY0000082,GTW008,3,Success,,2025-05-16 12:47:10,2025-05-16 12:47:11
ATT0000727,PAY0000711,GTW012,2,Success,,2024-08-29 16:17:51,2024-08-29 16:17:53
ATT0000728,PAY0001282,GTW009,2,Failed,Card Expired,2024-01-31 17:17:14,2024-01-31 17:17:19
ATT0000729,PAY0000805,GTW005,1,Success,,2025-06-17 21:39:55,2025-06-17 21:40:03
ATT0000730,PAY0000855,GTW008,3,Success,,2024-11-15 19:21:28,2024-11-15 19:21:46
ATT0000731,PAY0000270,GTW007,3,Success,,2025-07-08 21:51:12,2025-07-08 21:51:17
ATT0000732,PAY0000633,GTW017,1,Success,,2024-05-28 20:59:36,2024-05-28 20:59:42
ATT0000733,PAY0000651,GTW003,3,Success,,2024-05-01 05:20:53,2024-05-01 05:20:58
ATT0000734,PAY0001490,GTW001,2,Failed,Network Error,2025-02-27 13:19:28,2025-02-27 13:19:37
ATT0000735,PAY0000385,GTW004,1,Success,,2025-09-18 19:17:38,2025-09-18 19:17:57
ATT0000736,PAY0001255,GTW008,3,Success,,2024-01-27 11:05:44,2024-01-27 11:06:00
ATT0000737,PAY0000275,GTW017,3,Success,,2025-10-27 11:11:54,2025-10-27 11:12:07
ATT0000738,PAY0001007,GTW016,1,Success,,2024-08-19 01:26:48,2024-08-19 01:26:49
ATT0000739,PAY0000553,GTW014,1,Success,,2024-07-26 06:04:11,2024-07-26 06:04:26
ATT0000740,PAY0001264,GTW016,3,Success,,2025-04-13 07:27:25,2025-04-13 07:27:27
ATT0000741,PAY0001246,GTW013,3,Success,,2025-09-18 23:36:38,2025-09-18 23:36:56
ATT0000742,PAY0001076,GTW002,3,Success,,2025-04-12 01:56:15,2025-04-12 01:56:32
ATT0000743,PAY0001102,GTW013,3,Success,,2025-01-31 16:48:40,2025-01-31 16:48:42
ATT0000744,PAY0000389,GTW010,2,Success,,2024-11-07 09:29:10,2024-11-07 09:29:24
ATT0000745,PAY0000603,GTW020,1,Success,,2024-05-25 14:53:41,2024-05-25 14:53:56
ATT0000746,PAY0000186,GTW017,1,Success,,2025-08-22 22:34:08,2025-08-22 22:34:21
ATT0000747,PAY0000847,GTW011,2,Success,,2025-04-09 18:57:45,2025-04-09 18:57:52
ATT0000748,PAY0000932,GTW003,2,Success,,2025-10-26 22:50:10,2025-10-26 22:50:14
ATT0000749,PAY0000187,GTW004,3,Success,,2025-01-06 02:33:45,2025-01-06 02:33:58
ATT0000750,PAY0001489,GTW017,3,Failed,Card Expired,2025-01-22 17:24:02,2025-01-22 17:24:08
ATT0000751,PAY0001159,GTW005,1,Failed,Invalid OTP,2024-07-02 22:03:26,2024-07-02 22:03:36
ATT0000752,PAY0001496,GTW015,2,Success,,2024-04-30 04:12:00,2024-04-30 04:12:20
ATT0000753,PAY0000519,GTW001,2,Success,,2025-05-25 17:51:00,2025-05-25 17:51:20
ATT0000754,PAY0001011,GTW008,1,Success,,2025-05-02 14:26:28,2025-05-02 14:26:31
ATT0000755,PAY0001232,GTW020,1,Success,,2025-07-14 08:39:40,2025-07-14 08:39:58
ATT0000756,PAY0000426,GTW002,1,Success,,2025-10-30 11:02:09,2025-10-30 11:02:11
ATT0000757,PAY0001367,GTW019,3,Success,,2024-03-30 01:06:26,2024-03-30 01:06:32
ATT0000758,PAY0000331,GTW010,3,Success,,2025-09-01 18:50:35,2025-09-01 18:50:41
ATT0000759,PAY0000933,GTW019,2,Failed,Bank Timeout,2024-04-05 09:20:23,2024-04-05 09:20:36
ATT0000760,PAY0000876,GTW018,1,Success,,2024-05-17 03:44:55,2024-05-17 03:45:04
ATT0000761,PAY0000675,GTW017,2,Success,,2024-08-02 19:03:06,2024-08-02 19:03:25
ATT0000762,PAY0001495,GTW017,1,Success,,2025-09-11 22:18:27,2025-09-11 22:18:47
ATT0000763,PAY0000649,GTW009,3,Success,,2025-09-30 11:59:08,2025-09-30 11:59:28
ATT0000764,PAY0001153,GTW016,3,Success,,2025-05-24 15:51:11,2025-05-24 15:51:31
ATT0000765,PAY0000477,GTW010,1,Success,,2024-01-25 14:40:50,2024-01-25 14:40:54
ATT0000766,PAY0000425,GTW020,2,Success,,2024-12-07 11:35:51,2024-12-07 11:35:58
ATT0000767,PAY0000024,GTW007,3,Success,,2024-03-10 09:19:32,2024-03-10 09:19:50
ATT0000768,PAY0000664,GTW001,1,Success,,2024-12-15 12:46:36,2024-12-15 12:46:56
ATT0000769,PAY0000060,GTW006,1,Success,,2024-12-12 21:30:58,2024-12-12 21:31:14
ATT0000770,PAY0000073,GTW005,2,Success,,2025-04-16 17:57:21,2025-04-16 17:57:36
ATT0000771,PAY0000848,GTW002,3,Success,,2025-11-25 10:35:34,2025-11-25 10:35:35
ATT0000772,PAY0000427,GTW019,3,Success,,2024-12-28 02:09:17,2024-12-28 02:09:18
ATT0000773,PAY0000695,GTW013,3,Success,,2024-06-18 18:38:24,2024-06-18 18:38:30
ATT0000774,PAY0001219,GTW004,2,Success,,2024-11-18 22:02:17,2024-11-18 22:02:31
ATT0000775,PAY0000178,GTW016,1,Success,,2024-11-05 06:33:19,2024-11-05 06:33:25
ATT0000776,PAY0000230,GTW012,1,Success,,2024-04-04 14:32:01,2024-04-04 14:32:17
ATT0000777,PAY0001025,GTW005,1,Success,,2025-05-10 23:55:33,2025-05-10 23:55:43
ATT0000778,PAY0000671,GTW005,1,Failed,Daily Limit Exceeded,2025-06-12 21:08:13,2025-06-12 21:08:15
ATT0000779,PAY0000794,GTW017,1,Success,,2024-02-15 21:54:38,2024-02-15 21:54:41
ATT0000780,PAY0000683,GTW015,1,Success,,2025-11-05 23:19:01,2025-11-05 23:19:20
ATT0000781,PAY0000640,GTW007,2,Success,,2024-10-20 08:34:20,2024-10-20 08:34:35
ATT0000782,PAY0001375,GTW004,2,Success,,2024-10-07 03:00:39,2024-10-07 03:00:57
ATT0000783,PAY0001053,GTW004,1,Success,,2025-07-16 10:17:09,2025-07-16 10:17:19
ATT0000784,PAY0001176,GTW008,1,Success,,2025-09-19 10:34:28,2025-09-19 10:34:30
ATT0000785,PAY0000267,GTW001,2,Failed,Bank Declined,2024-02-21 03:24:03,2024-02-21 03:24:06
ATT0000786,PAY0000803,GTW006,3,Success,,2025-08-29 20:53:44,2025-08-29 20:53:59
ATT0000787,PAY0001263,GTW012,2,Success,,2024-07-21 22:48:42,2024-07-21 22:49:00
ATT0000788,PAY0000161,GTW015,3,Success,,2025-04-24 03:29:19,2025-04-24 03:29:34
ATT0000789,PAY0000964,GTW008,1,Success,,2025-09-23 08:58:23,2025-09-23 08:58:36
ATT0000790,PAY0000376,GTW011,2,Success,,2024-01-31 02:30:07,2024-01-31 02:30:19
ATT0000791,PAY0000981,GTW015,1,Success,,2024-12-22 19:36:08,2024-12-22 19:36:25
ATT0000792,PAY0000211,GTW013,3,Success,,2024-11-29 17:41:04,2024-11-29 17:41:14
ATT0000793,PAY0001092,GTW015,2,Success,,2024-09-01 19:15:35,2024-09-01 19:15:41
ATT0000794,PAY0000988,GTW013,1,Success,,2025-08-28 13:50:27,2025-08-28 13:50:46
ATT0000795,PAY0000701,GTW018,3,Success,,2025-11-09 21:04:47,2025-11-09 21:05:06
ATT0000796,PAY0000997,GTW004,3,Success,,2024-11-29 17:06:52,2024-11-29 17:07:07
ATT0000797,PAY0000361,GTW010,2,Success,,2024-04-21 21:52:38,2024-04-21 21:52:51
ATT0000798,PAY0000671,GTW016,3,Success,,2024-04-02 06:52:08,2024-04-02 06:52:27
