event_id,payment_id,event_type,previous_status,current_status,event_timestamp,gateway_response_code,gateway_message,retry_count
EVT00003237,PAY0000831,PaymentCreated,NULL,Created,2024-11-16 03:15:00,100,Payment initiated,0
EVT00003238,PAY0000831,PaymentAuthorized,Created,Authorized,2024-11-16 03:17:00,200,Authorization successful,1
EVT00003239,PAY0000831,PaymentCaptured,Authorized,Captured,2024-11-16 03:19:00,201,Payment captured,2
EVT00003240,PAY0000831,PaymentSettled,Captured,Settled,2024-11-16 03:21:00,202,Settlement completed,3
EVT00003241,PAY0000832,PaymentCreated,NULL,Created,2024-07-06 11:44:00,100,Payment initiated,0
EVT00003242,PAY0000832,PaymentAuthorized,Created,Authorized,2024-07-06 11:46:00,200,Authorization successful,1
EVT00003243,PAY0000832,PaymentCaptured,Authorized,Captured,2024-07-06 11:48:00,201,Payment captured,2
EVT00003244,PAY0000832,PaymentSettled,Captured,Settled,2024-07-06 11:50:00,202,Settlement completed,3
EVT00003245,PAY0000833,PaymentCreated,NULL,Created,2025-02-01 13:38:00,100,Payment initiated,0
EVT00003246,PAY0000833,PaymentAuthorized,Created,Authorized,2025-02-01 13:40:00,200,Authorization successful,1
EVT00003247,PAY0000833,PaymentCaptured,Authorized,Captured,2025-02-01 13:42:00,201,Payment captured,2
EVT00003248,PAY0000833,PaymentSettled,Captured,Settled,2025-02-01 13:44:00,202,Settlement completed,3
EVT00003249,PAY0000834,PaymentCreated,NULL,Created,2025-01-27 13:11:00,100,Payment initiated,0
EVT00003250,PAY0000834,PaymentAuthorized,Created,Authorized,2025-01-27 13:13:00,200,Authorization successful,1
EVT00003251,PAY0000834,PaymentCaptured,Authorized,Captured,2025-01-27 13:15:00,201,Payment captured,2
EVT00003252,PAY0000834,PaymentSettled,Captured,Settled,2025-01-27 13:17:00,202,Settlement completed,3
EVT00003253,PAY0000835,PaymentCreated,NULL,Created,2025-07-04 22:58:00,100,Payment initiated,0
EVT00003254,PAY0000835,PaymentAuthorized,Created,Authorized,2025-07-04 23:00:00,200,Authorization successful,1
EVT00003255,PAY0000835,PaymentCaptured,Authorized,Captured,2025-07-04 23:02:00,201,Payment captured,2
EVT00003256,PAY0000835,PaymentSettled,Captured,Settled,2025-07-04 23:04:00,202,Settlement completed,3
EVT00003257,PAY0000836,PaymentCreated,NULL,Created,2024-06-26 17:10:00,100,Payment initiated,0
EVT00003258,PAY0000836,PaymentAuthorized,Created,Authorized,2024-06-26 17:12:00,200,Authorization successful,1
EVT00003259,PAY0000836,PaymentCaptured,Authorized,Captured,2024-06-26 17:14:00,201,Payment captured,2
EVT00003260,PAY0000836,PaymentSettled,Captured,Settled,2024-06-26 17:16:00,202,Settlement completed,3
EVT00003261,PAY0000837,PaymentCreated,NULL,Created,2024-05-23 05:20:00,100,Payment initiated,0
EVT00003262,PAY0000837,PaymentAuthorized,Created,Authorized,2024-05-23 05:22:00,200,Authorization successful,1
EVT00003263,PAY0000837,PaymentCaptured,Authorized,Captured,2024-05-23 05:24:00,201,Payment captured,2
EVT00003264,PAY0000837,PaymentSettled,Captured,Settled,2024-05-23 05:26:00,202,Settlement completed,3
EVT00003265,PAY0000838,PaymentCreated,NULL,Created,2025-09-26 01:55:00,100,Payment initiated,0
EVT00003266,PAY0000838,PaymentAuthorized,Created,Authorized,2025-09-26 01:57:00,200,Authorization successful,1
EVT00003267,PAY0000838,PaymentCaptured,Authorized,Captured,2025-09-26 01:59:00,201,Payment captured,2
EVT00003268,PAY0000838,PaymentSettled,Captured,Settled,2025-09-26 02:01:00,202,Settlement completed,3
EVT00003269,PAY0000839,PaymentCreated,NULL,Created,2024-01-10 15:08:00,100,Payment initiated,0
EVT00003270,PAY0000839,PaymentAuthorized,Created,Authorized,2024-01-10 15:10:00,200,Authorization successful,1
EVT00003271,PAY0000839,PaymentCaptured,Authorized,Captured,2024-01-10 15:12:00,201,Payment captured,2
EVT00003272,PAY0000839,PaymentSettled,Captured,Settled,2024-01-10 15:14:00,202,Settlement completed,3
EVT00003273,PAY0000840,PaymentCreated,NULL,Created,2025-01-28 17:32:00,100,Payment initiated,0
EVT00003274,PAY0000840,PaymentAuthorized,Created,Authorized,2025-01-28 17:34:00,200,Authorization successful,1
EVT00003275,PAY0000840,PaymentCaptured,Authorized,Captured,2025-01-28 17:36:00,201,Payment captured,2
EVT00003276,PAY0000840,PaymentSettled,Captured,Settled,2025-01-28 17:38:00,202,Settlement completed,3
EVT00003277,PAY0000841,PaymentCreated,NULL,Created,2025-02-22 21:31:00,100,Payment initiated,0
EVT00003278,PAY0000841,PaymentAuthorized,Created,Authorized,2025-02-22 21:33:00,200,Authorization successful,1
EVT00003279,PAY0000841,PaymentCaptured,Authorized,Captured,2025-02-22 21:35:00,201,Payment captured,2
EVT00003280,PAY0000841,PaymentSettled,Captured,Settled,2025-02-22 21:37:00,202,Settlement completed,3
EVT00003281,PAY0000842,PaymentCreated,NULL,Created,2025-03-30 15:10:00,100,Payment initiated,0
EVT00003282,PAY0000842,PaymentAuthorized,Created,Authorized,2025-03-30 15:12:00,200,Authorization successful,1
EVT00003283,PAY0000842,PaymentFailed,Authorized,Failed,2025-03-30 15:14:00,500,Transaction failed,2
EVT00003284,PAY0000843,PaymentCreated,NULL,Created,2024-02-01 07:18:00,100,Payment initiated,0
EVT00003285,PAY0000843,PaymentAuthorized,Created,Authorized,2024-02-01 07:20:00,200,Authorization successful,1
EVT00003286,PAY0000843,PaymentFailed,Authorized,Failed,2024-02-01 07:22:00,500,Transaction failed,2
EVT00003287,PAY0000844,PaymentCreated,NULL,Created,2024-08-18 17:18:00,100,Payment initiated,0
EVT00003288,PAY0000844,PaymentAuthorized,Created,Authorized,2024-08-18 17:20:00,200,Authorization successful,1
EVT00003289,PAY0000844,PaymentCaptured,Authorized,Captured,2024-08-18 17:22:00,201,Payment captured,2
EVT00003290,PAY0000844,PaymentSettled,Captured,Settled,2024-08-18 17:24:00,202,Settlement completed,3
EVT00003291,PAY0000845,PaymentCreated,NULL,Created,2025-04-13 18:47:00,100,Payment initiated,0
EVT00003292,PAY0000845,PaymentAuthorized,Created,Authorized,2025-04-13 18:49:00,200,Authorization successful,1
EVT00003293,PAY0000845,PaymentCaptured,Authorized,Captured,2025-04-13 18:51:00,201,Payment captured,2
EVT00003294,PAY0000845,PaymentSettled,Captured,Settled,2025-04-13 18:53:00,202,Settlement completed,3
EVT00003295,PAY0000846,PaymentCreated,NULL,Created,2025-05-22 17:32:00,100,Payment initiated,0
EVT00003296,PAY0000846,PaymentAuthorized,Created,Authorized,2025-05-22 17:34:00,200,Authorization successful,1
EVT00003297,PAY0000846,PaymentFailed,Authorized,Failed,2025-05-22 17:36:00,500,Transaction failed,2
EVT00003298,PAY0000847,PaymentCreated,NULL,Created,2024-04-26 08:49:00,100,Payment initiated,0
EVT00003299,PAY0000847,PaymentAuthorized,Created,Authorized,2024-04-26 08:51:00,200,Authorization successful,1
EVT00003300,PAY0000847,PaymentCaptured,Authorized,Captured,2024-04-26 08:53:00,201,Payment captured,2
EVT00003301,PAY0000847,PaymentSettled,Captured,Settled,2024-04-26 08:55:00,202,Settlement completed,3
EVT00003302,PAY0000848,PaymentCreated,NULL,Created,2025-01-10 17:52:00,100,Payment initiated,0
EVT00003303,PAY0000848,PaymentAuthorized,Created,Authorized,2025-01-10 17:54:00,200,Authorization successful,1
EVT00003304,PAY0000848,PaymentCaptured,Authorized,Captured,2025-01-10 17:56:00,201,Payment captured,2
EVT00003305,PAY0000848,PaymentSettled,Captured,Settled,2025-01-10 17:58:00,202,Settlement completed,3
EVT00003306,PAY0000849,PaymentCreated,NULL,Created,2025-03-27 17:13:00,100,Payment initiated,0
EVT00003307,PAY0000849,PaymentAuthorized,Created,Authorized,2025-03-27 17:15:00,200,Authorization successful,1
EVT00003308,PAY0000849,PaymentCaptured,Authorized,Captured,2025-03-27 17:17:00,201,Payment captured,2
EVT00003309,PAY0000849,PaymentSettled,Captured,Settled,2025-03-27 17:19:00,202,Settlement completed,3
EVT00003310,PAY0000850,PaymentCreated,NULL,Created,2024-04-14 23:53:00,100,Payment initiated,0
EVT00003311,PAY0000850,PaymentAuthorized,Created,Authorized,2024-04-14 23:55:00,200,Authorization successful,1
EVT00003312,PAY0000850,PaymentCaptured,Authorized,Captured,2024-04-14 23:57:00,201,Payment captured,2
EVT00003313,PAY0000850,PaymentSettled,Captured,Settled,2024-04-14 23:59:00,202,Settlement completed,3
EVT00003314,PAY0000851,PaymentCreated,NULL,Created,2024-09-10 09:55:00,100,Payment initiated,0
EVT00003315,PAY0000851,PaymentAuthorized,Created,Authorized,2024-09-10 09:57:00,200,Authorization successful,1
EVT00003316,PAY0000851,PaymentCaptured,Authorized,Captured,2024-09-10 09:59:00,201,Payment captured,2
EVT00003317,PAY0000851,PaymentSettled,Captured,Settled,2024-09-10 10:01:00,202,Settlement completed,3
EVT00003318,PAY0000852,PaymentCreated,NULL,Created,2025-04-05 08:22:00,100,Payment initiated,0
EVT00003319,PAY0000852,PaymentAuthorized,Created,Authorized,2025-04-05 08:24:00,200,Authorization successful,1
EVT00003320,PAY0000852,PaymentCaptured,Authorized,Captured,2025-04-05 08:26:00,201,Payment captured,2
EVT00003321,PAY0000852,PaymentSettled,Captured,Settled,2025-04-05 08:28:00,202,Settlement completed,3
EVT00003322,PAY0000853,PaymentCreated,NULL,Created,2024-03-30 14:55:00,100,Payment initiated,0
EVT00003323,PAY0000853,PaymentAuthorized,Created,Authorized,2024-03-30 14:57:00,200,Authorization successful,1
EVT00003324,PAY0000853,PaymentCaptured,Authorized,Captured,2024-03-30 14:59:00,201,Payment captured,2
EVT00003325,PAY0000853,PaymentSettled,Captured,Settled,2024-03-30 15:01:00,202,Settlement completed,3
EVT00003326,PAY0000854,PaymentCreated,NULL,Created,2024-08-30 06:51:00,100,Payment initiated,0
EVT00003327,PAY0000854,PaymentAuthorized,Created,Authorized,2024-08-30 06:53:00,200,Authorization successful,1
EVT00003328,PAY0000854,PaymentCaptured,Authorized,Captured,2024-08-30 06:55:00,201,Payment captured,2
EVT00003329,PAY0000854,PaymentSettled,Captured,Settled,2024-08-30 06:57:00,202,Settlement completed,3
EVT00003330,PAY0000855,PaymentCreated,NULL,Created,2024-12-25 22:39:00,100,Payment initiated,0
EVT00003331,PAY0000855,PaymentAuthorized,Created,Authorized,2024-12-25 22:41:00,200,Authorization successful,1
EVT00003332,PAY0000855,PaymentCaptured,Authorized,Captured,2024-12-25 22:43:00,201,Payment captured,2
EVT00003333,PAY0000855,PaymentSettled,Captured,Settled,2024-12-25 22:45:00,202,Settlement completed,3
EVT00003334,PAY0000856,PaymentCreated,NULL,Created,2024-06-18 19:08:00,100,Payment initiated,0
EVT00003335,PAY0000856,PaymentAuthorized,Created,Authorized,2024-06-18 19:10:00,200,Authorization successful,1
EVT00003336,PAY0000856,PaymentCaptured,Authorized,Captured,2024-06-18 19:12:00,201,Payment captured,2
EVT00003337,PAY0000856,PaymentSettled,Captured,Settled,2024-06-18 19:14:00,202,Settlement completed,3
EVT00003338,PAY0000857,PaymentCreated,NULL,Created,2024-07-30 01:36:00,100,Payment initiated,0
EVT00003339,PAY0000857,PaymentAuthorized,Created,Authorized,2024-07-30 01:38:00,200,Authorization successful,1
EVT00003340,PAY0000857,PaymentCaptured,Authorized,Captured,2024-07-30 01:40:00,201,Payment captured,2
EVT00003341,PAY0000857,PaymentSettled,Captured,Settled,2024-07-30 01:42:00,202,Settlement completed,3
EVT00003342,PAY0000858,PaymentCreated,NULL,Created,2024-10-14 19:34:00,100,Payment initiated,0
EVT00003343,PAY0000858,PaymentAuthorized,Created,Authorized,2024-10-14 19:36:00,200,Authorization successful,1
EVT00003344,PAY0000858,PaymentCaptured,Authorized,Captured,2024-10-14 19:38:00,201,Payment captured,2
EVT00003345,PAY0000858,PaymentSettled,Captured,Settled,2024-10-14 19:40:00,202,Settlement completed,3
EVT00003346,PAY0000859,PaymentCreated,NULL,Created,2024-10-26 09:36:00,100,Payment initiated,0
EVT00003347,PAY0000859,PaymentAuthorized,Created,Authorized,2024-10-26 09:38:00,200,Authorization successful,1
EVT00003348,PAY0000859,PaymentCaptured,Authorized,Captured,2024-10-26 09:40:00,201,Payment captured,2
EVT00003349,PAY0000859,PaymentSettled,Captured,Settled,2024-10-26 09:42:00,202,Settlement completed,3
EVT00003350,PAY0000860,PaymentCreated,NULL,Created,2025-06-10 21:52:00,100,Payment initiated,0
EVT00003351,PAY0000860,PaymentAuthorized,Created,Authorized,2025-06-10 21:54:00,200,Authorization successful,1
EVT00003352,PAY0000860,PaymentFailed,Authorized,Failed,2025-06-10 21:56:00,500,Transaction failed,2
EVT00003353,PAY0000861,PaymentCreated,NULL,Created,2025-02-25 01:17:00,100,Payment initiated,0
EVT00003354,PAY0000861,PaymentAuthorized,Created,Authorized,2025-02-25 01:19:00,200,Authorization successful,1
EVT00003355,PAY0000861,PaymentCaptured,Authorized,Captured,2025-02-25 01:21:00,201,Payment captured,2
EVT00003356,PAY0000861,PaymentSettled,Captured,Settled,2025-02-25 01:23:00,202,Settlement completed,3
EVT00003357,PAY0000862,PaymentCreated,NULL,Created,2024-05-09 22:55:00,100,Payment initiated,0
EVT00003358,PAY0000862,PaymentAuthorized,Created,Authorized,2024-05-09 22:57:00,200,Authorization successful,1
EVT00003359,PAY0000862,PaymentCaptured,Authorized,Captured,2024-05-09 22:59:00,201,Payment captured,2
EVT00003360,PAY0000862,PaymentSettled,Captured,Settled,2024-05-09 23:01:00,202,Settlement completed,3
EVT00003361,PAY0000863,PaymentCreated,NULL,Created,2024-05-29 22:20:00,100,Payment initiated,0
EVT00003362,PAY0000863,PaymentAuthorized,Created,Authorized,2024-05-29 22:22:00,200,Authorization successful,1
EVT00003363,PAY0000863,PaymentCaptured,Authorized,Captured,2024-05-29 22:24:00,201,Payment captured,2
EVT00003364,PAY0000863,PaymentSettled,Captured,Settled,2024-05-29 22:26:00,202,Settlement completed,3
EVT00003365,PAY0000864,PaymentCreated,NULL,Created,2025-11-23 12:31:00,100,Payment initiated,0
EVT00003366,PAY0000864,PaymentAuthorized,Created,Authorized,2025-11-23 12:33:00,200,Authorization successful,1
EVT00003367,PAY0000864,PaymentCaptured,Authorized,Captured,2025-11-23 12:35:00,201,Payment captured,2
EVT00003368,PAY0000864,PaymentSettled,Captured,Settled,2025-11-23 12:37:00,202,Settlement completed,3
EVT00003369,PAY0000865,PaymentCreated,NULL,Created,2025-10-09 08:40:00,100,Payment initiated,0
EVT00003370,PAY0000865,PaymentAuthorized,Created,Authorized,2025-10-09 08:42:00,200,Authorization successful,1
EVT00003371,PAY0000865,PaymentCaptured,Authorized,Captured,2025-10-09 08:44:00,201,Payment captured,2
EVT00003372,PAY0000865,PaymentSettled,Captured,Settled,2025-10-09 08:46:00,202,Settlement completed,3
EVT00003373,PAY0000866,PaymentCreated,NULL,Created,2025-04-07 02:40:00,100,Payment initiated,0
EVT00003374,PAY0000866,PaymentAuthorized,Created,Authorized,2025-04-07 02:42:00,200,Authorization successful,1
EVT00003375,PAY0000866,PaymentCaptured,Authorized,Captured,2025-04-07 02:44:00,201,Payment captured,2
EVT00003376,PAY0000866,PaymentSettled,Captured,Settled,2025-04-07 02:46:00,202,Settlement completed,3
EVT00003377,PAY0000867,PaymentCreated,NULL,Created,2024-04-05 12:32:00,100,Payment initiated,0
EVT00003378,PAY0000867,PaymentAuthorized,Created,Authorized,2024-04-05 12:34:00,200,Authorization successful,1
EVT00003379,PAY0000867,PaymentCaptured,Authorized,Captured,2024-04-05 12:36:00,201,Payment captured,2
EVT00003380,PAY0000867,PaymentSettled,Captured,Settled,2024-04-05 12:38:00,202,Settlement completed,3
EVT00003381,PAY0000868,PaymentCreated,NULL,Created,2025-01-12 14:31:00,100,Payment initiated,0
EVT00003382,PAY0000868,PaymentAuthorized,Created,Authorized,2025-01-12 14:33:00,200,Authorization successful,1
EVT00003383,PAY0000868,PaymentCaptured,Authorized,Captured,2025-01-12 14:35:00,201,Payment captured,2
EVT00003384,PAY0000868,PaymentSettled,Captured,Settled,2025-01-12 14:37:00,202,Settlement completed,3
EVT00003385,PAY0000869,PaymentCreated,NULL,Created,2024-01-03 23:05:00,100,Payment initiated,0
EVT00003386,PAY0000869,PaymentAuthorized,Created,Authorized,2024-01-03 23:07:00,200,Authorization successful,1
EVT00003387,PAY0000869,PaymentCaptured,Authorized,Captured,2024-01-03 23:09:00,201,Payment captured,2
EVT00003388,PAY0000869,PaymentSettled,Captured,Settled,2024-01-03 23:11:00,202,Settlement completed,3
EVT00003389,PAY0000870,PaymentCreated,NULL,Created,2025-04-14 20:42:00,100,Payment initiated,0
EVT00003390,PAY0000870,PaymentAuthorized,Created,Authorized,2025-04-14 20:44:00,200,Authorization successful,1
EVT00003391,PAY0000870,PaymentCaptured,Authorized,Captured,2025-04-14 20:46:00,201,Payment captured,2
EVT00003392,PAY0000870,PaymentSettled,Captured,Settled,2025-04-14 20:48:00,202,Settlement completed,3
EVT00003393,PAY0000871,PaymentCreated,NULL,Created,2024-03-05 17:25:00,100,Payment initiated,0
EVT00003394,PAY0000871,PaymentAuthorized,Created,Authorized,2024-03-05 17:27:00,200,Authorization successful,1
EVT00003395,PAY0000871,PaymentCaptured,Authorized,Captured,2024-03-05 17:29:00,201,Payment captured,2
EVT00003396,PAY0000871,PaymentSettled,Captured,Settled,2024-03-05 17:31:00,202,Settlement completed,3
EVT00003397,PAY0000872,PaymentCreated,NULL,Created,2025-03-15 06:31:00,100,Payment initiated,0
EVT00003398,PAY0000872,PaymentAuthorized,Created,Authorized,2025-03-15 06:33:00,200,Authorization successful,1
EVT00003399,PAY0000872,PaymentCaptured,Authorized,Captured,2025-03-15 06:35:00,201,Payment captured,2
EVT00003400,PAY0000872,PaymentSettled,Captured,Settled,2025-03-15 06:37:00,202,Settlement completed,3
EVT00003401,PAY0000873,PaymentCreated,NULL,Created,2024-10-17 10:35:00,100,Payment initiated,0
EVT00003402,PAY0000873,PaymentAuthorized,Created,Authorized,2024-10-17 10:37:00,200,Authorization successful,1
EVT00003403,PAY0000873,PaymentCaptured,Authorized,Captured,2024-10-17 10:39:00,201,Payment captured,2
EVT00003404,PAY0000873,PaymentSettled,Captured,Settled,2024-10-17 10:41:00,202,Settlement completed,3
EVT00003405,PAY0000874,PaymentCreated,NULL,Created,2025-08-02 15:50:00,100,Payment initiated,0
EVT00003406,PAY0000874,PaymentAuthorized,Created,Authorized,2025-08-02 15:52:00,200,Authorization successful,1
EVT00003407,PAY0000874,PaymentCaptured,Authorized,Captured,2025-08-02 15:54:00,201,Payment captured,2
EVT00003408,PAY0000874,PaymentSettled,Captured,Settled,2025-08-02 15:56:00,202,Settlement completed,3
EVT00003409,PAY0000875,PaymentCreated,NULL,Created,2025-11-29 01:02:00,100,Payment initiated,0
EVT00003410,PAY0000875,PaymentAuthorized,Created,Authorized,2025-11-29 01:04:00,200,Authorization successful,1
EVT00003411,PAY0000875,PaymentFailed,Authorized,Failed,2025-11-29 01:06:00,500,Transaction failed,2
EVT00003412,PAY0000876,PaymentCreated,NULL,Created,2025-04-15 00:07:00,100,Payment initiated,0
EVT00003413,PAY0000876,PaymentAuthorized,Created,Authorized,2025-04-15 00:09:00,200,Authorization successful,1
EVT00003414,PAY0000876,PaymentCaptured,Authorized,Captured,2025-04-15 00:11:00,201,Payment captured,2
EVT00003415,PAY0000876,PaymentSettled,Captured,Settled,2025-04-15 00:13:00,202,Settlement completed,3
EVT00003416,PAY0000877,PaymentCreated,NULL,Created,2024-06-10 14:29:00,100,Payment initiated,0
EVT00003417,PAY0000877,PaymentAuthorized,Created,Authorized,2024-06-10 14:31:00,200,Authorization successful,1
EVT00003418,PAY0000877,PaymentFailed,Authorized,Failed,2024-06-10 14:33:00,500,Transaction failed,2
EVT00003419,PAY0000878,PaymentCreated,NULL,Created,2025-03-14 06:44:00,100,Payment initiated,0
EVT00003420,PAY0000878,PaymentAuthorized,Created,Authorized,2025-03-14 06:46:00,200,Authorization successful,1
EVT00003421,PAY0000878,PaymentCaptured,Authorized,Captured,2025-03-14 06:48:00,201,Payment captured,2
EVT00003422,PAY0000878,PaymentSettled,Captured,Settled,2025-03-14 06:50:00,202,Settlement completed,3
EVT00003423,PAY0000879,PaymentCreated,NULL,Created,2025-10-27 09:10:00,100,Payment initiated,0
EVT00003424,PAY0000879,PaymentAuthorized,Created,Authorized,2025-10-27 09:12:00,200,Authorization successful,1
EVT00003425,PAY0000879,PaymentCaptured,Authorized,Captured,2025-10-27 09:14:00,201,Payment captured,2
EVT00003426,PAY0000879,PaymentSettled,Captured,Settled,2025-10-27 09:16:00,202,Settlement completed,3
EVT00003427,PAY0000880,PaymentCreated,NULL,Created,2024-10-07 02:41:00,100,Payment initiated,0
EVT00003428,PAY0000880,PaymentAuthorized,Created,Authorized,2024-10-07 02:43:00,200,Authorization successful,1
EVT00003429,PAY0000880,PaymentCaptured,Authorized,Captured,2024-10-07 02:45:00,201,Payment captured,2
EVT00003430,PAY0000880,PaymentSettled,Captured,Settled,2024-10-07 02:47:00,202,Settlement completed,3
EVT00003431,PAY0000881,PaymentCreated,NULL,Created,2024-03-25 11:42:00,100,Payment initiated,0
EVT00003432,PAY0000881,PaymentAuthorized,Created,Authorized,2024-03-25 11:44:00,200,Authorization successful,1
EVT00003433,PAY0000881,PaymentCaptured,Authorized,Captured,2024-03-25 11:46:00,201,Payment captured,2
EVT00003434,PAY0000881,PaymentSettled,Captured,Settled,2024-03-25 11:48:00,202,Settlement completed,3
EVT00003435,PAY0000882,PaymentCreated,NULL,Created,2024-06-18 01:25:00,100,Payment initiated,0
EVT00003436,PAY0000882,PaymentAuthorized,Created,Authorized,2024-06-18 01:27:00,200,Authorization successful,1
EVT00003437,PAY0000882,PaymentCaptured,Authorized,Captured,2024-06-18 01:29:00,201,Payment captured,2
EVT00003438,PAY0000882,PaymentSettled,Captured,Settled,2024-06-18 01:31:00,202,Settlement completed,3
EVT00003439,PAY0000883,PaymentCreated,NULL,Created,2024-08-27 13:41:00,100,Payment initiated,0
EVT00003440,PAY0000883,PaymentAuthorized,Created,Authorized,2024-08-27 13:43:00,200,Authorization successful,1
EVT00003441,PAY0000883,PaymentFailed,Authorized,Failed,2024-08-27 13:45:00,500,Transaction failed,2
EVT00003442,PAY0000884,PaymentCreated,NULL,Created,2024-04-07 00:13:00,100,Payment initiated,0
EVT00003443,PAY0000884,PaymentAuthorized,Created,Authorized,2024-04-07 00:15:00,200,Authorization successful,1
EVT00003444,PAY0000884,PaymentCaptured,Authorized,Captured,2024-04-07 00:17:00,201,Payment captured,2
EVT00003445,PAY0000884,PaymentSettled,Captured,Settled,2024-04-07 00:19:00,202,Settlement completed,3
EVT00003446,PAY0000885,PaymentCreated,NULL,Created,2024-05-15 18:14:00,100,Payment initiated,0
EVT00003447,PAY0000885,PaymentAuthorized,Created,Authorized,2024-05-15 18:16:00,200,Authorization successful,1
EVT00003448,PAY0000885,PaymentCaptured,Authorized,Captured,2024-05-15 18:18:00,201,Payment captured,2
EVT00003449,PAY0000885,PaymentSettled,Captured,Settled,2024-05-15 18:20:00,202,Settlement completed,3
EVT00003450,PAY0000886,PaymentCreated,NULL,Created,2025-03-31 00:00:00,100,Payment initiated,0
EVT00003451,PAY0000886,PaymentAuthorized,Created,Authorized,2025-03-31 00:02:00,200,Authorization successful,1
EVT00003452,PAY0000886,PaymentCaptured,Authorized,Captured,2025-03-31 00:04:00,201,Payment captured,2
EVT00003453,PAY0000886,PaymentSettled,Captured,Settled,2025-03-31 00:06:00,202,Settlement completed,3
EVT00003454,PAY0000887,PaymentCreated,NULL,Created,2024-05-03 13:44:00,100,Payment initiated,0
EVT00003455,PAY0000887,PaymentAuthorized,Created,Authorized,2024-05-03 13:46:00,200,Authorization successful,1
EVT00003456,PAY0000887,PaymentCaptured,Authorized,Captured,2024-05-03 13:48:00,201,Payment captured,2
EVT00003457,PAY0000887,PaymentSettled,Captured,Settled,2024-05-03 13:50:00,202,Settlement completed,3
EVT00003458,PAY0000888,PaymentCreated,NULL,Created,2024-03-13 07:24:00,100,Payment initiated,0
EVT00003459,PAY0000888,PaymentAuthorized,Created,Authorized,2024-03-13 07:26:00,200,Authorization successful,1
EVT00003460,PAY0000888,PaymentFailed,Authorized,Failed,2024-03-13 07:28:00,500,Transaction failed,2
EVT00003461,PAY0000889,PaymentCreated,NULL,Created,2024-04-14 03:20:00,100,Payment initiated,0
EVT00003462,PAY0000889,PaymentAuthorized,Created,Authorized,2024-04-14 03:22:00,200,Authorization successful,1
EVT00003463,PAY0000889,PaymentCaptured,Authorized,Captured,2024-04-14 03:24:00,201,Payment captured,2
EVT00003464,PAY0000889,PaymentSettled,Captured,Settled,2024-04-14 03:26:00,202,Settlement completed,3
EVT00003465,PAY0000890,PaymentCreated,NULL,Created,2024-11-02 04:24:00,100,Payment initiated,0
EVT00003466,PAY0000890,PaymentAuthorized,Created,Authorized,2024-11-02 04:26:00,200,Authorization successful,1
EVT00003467,PAY0000890,PaymentCaptured,Authorized,Captured,2024-11-02 04:28:00,201,Payment captured,2
EVT00003468,PAY0000890,PaymentSettled,Captured,Settled,2024-11-02 04:30:00,202,Settlement completed,3
EVT00003469,PAY0000891,PaymentCreated,NULL,Created,2024-05-16 20:43:00,100,Payment initiated,0
EVT00003470,PAY0000891,PaymentAuthorized,Created,Authorized,2024-05-16 20:45:00,200,Authorization successful,1
EVT00003471,PAY0000891,PaymentCaptured,Authorized,Captured,2024-05-16 20:47:00,201,Payment captured,2
EVT00003472,PAY0000891,PaymentSettled,Captured,Settled,2024-05-16 20:49:00,202,Settlement completed,3
EVT00003473,PAY0000892,PaymentCreated,NULL,Created,2025-06-27 18:00:00,100,Payment initiated,0
EVT00003474,PAY0000892,PaymentAuthorized,Created,Authorized,2025-06-27 18:02:00,200,Authorization successful,1
EVT00003475,PAY0000892,PaymentCaptured,Authorized,Captured,2025-06-27 18:04:00,201,Payment captured,2
EVT00003476,PAY0000892,PaymentSettled,Captured,Settled,2025-06-27 18:06:00,202,Settlement completed,3
EVT00003477,PAY0000893,PaymentCreated,NULL,Created,2024-06-17 14:22:00,100,Payment initiated,0
EVT00003478,PAY0000893,PaymentAuthorized,Created,Authorized,2024-06-17 14:24:00,200,Authorization successful,1
EVT00003479,PAY0000893,PaymentCaptured,Authorized,Captured,2024-06-17 14:26:00,201,Payment captured,2
EVT00003480,PAY0000893,PaymentSettled,Captured,Settled,2024-06-17 14:28:00,202,Settlement completed,3
EVT00003481,PAY0000894,PaymentCreated,NULL,Created,2025-10-05 23:09:00,100,Payment initiated,0
EVT00003482,PAY0000894,PaymentAuthorized,Created,Authorized,2025-10-05 23:11:00,200,Authorization successful,1
EVT00003483,PAY0000894,PaymentCaptured,Authorized,Captured,2025-10-05 23:13:00,201,Payment captured,2
EVT00003484,PAY0000894,PaymentSettled,Captured,Settled,2025-10-05 23:15:00,202,Settlement completed,3
EVT00003485,PAY0000895,PaymentCreated,NULL,Created,2025-09-22 21:28:00,100,Payment initiated,0
EVT00003486,PAY0000895,PaymentAuthorized,Created,Authorized,2025-09-22 21:30:00,200,Authorization successful,1
EVT00003487,PAY0000895,PaymentCaptured,Authorized,Captured,2025-09-22 21:32:00,201,Payment captured,2
EVT00003488,PAY0000895,PaymentSettled,Captured,Settled,2025-09-22 21:34:00,202,Settlement completed,3
EVT00003489,PAY0000896,PaymentCreated,NULL,Created,2024-03-29 03:08:00,100,Payment initiated,0
EVT00003490,PAY0000896,PaymentAuthorized,Created,Authorized,2024-03-29 03:10:00,200,Authorization successful,1
EVT00003491,PAY0000896,PaymentCaptured,Authorized,Captured,2024-03-29 03:12:00,201,Payment captured,2
