invoice_id,merchant_id,customer_id,invoice_number,invoice_amount,currency,due_date,invoice_status,created_at,paid_at
INV0000417,MER000053,CUS000249,INV-2024-000417,24911,INR,2025-08-08,Pending,2025-07-20 01:53:00,
INV0000418,MER000054,CUS000248,INV-2024-000418,8780,INR,2025-08-25,Paid,2025-08-09 07:30:00,2025-08-10 07:30:00
INV0000419,MER000065,CUS000147,INV-2024-000419,47453,INR,2025-12-04,Overdue,2025-11-24 19:09:00,
INV0000420,MER000058,CUS000045,INV-2024-000420,20956,INR,2024-08-12,Paid,2024-08-04 06:08:00,2024-08-10 06:08:00
INV0000421,MER000026,CUS000211,INV-2024-000421,5226,INR,2024-12-02,Paid,2024-11-23 23:58:00,2024-12-01 23:58:00
INV0000422,MER000051,CUS000142,INV-2024-000422,5526,INR,2025-06-23,Pending,2025-06-16 14:58:00,
INV0000423,MER000067,CUS000201,INV-2024-000423,7791,INR,2024-06-27,Paid,2024-06-02 04:36:00,2024-06-05 04:36:00
INV0000424,MER000014,CUS000145,INV-2024-000424,28750,INR,2025-07-22,Paid,2025-07-02 11:56:00,2025-07-22 11:56:00
INV0000425,MER000063,CUS000147,INV-2024-000425,1614,INR,2024-07-06,Paid,2024-06-25 08:25:00,2024-07-05 08:25:00
INV0000426,MER000052,CUS000010,INV-2024-000426,6432,INR,2024-09-22,Partially Paid,2024-08-31 01:47:00,2024-09-11 01:47:00
INV0000427,MER000003,CUS000087,INV-2024-000427,29862,INR,2024-12-06,Partially Paid,2024-11-14 08:53:00,2024-12-05 08:53:00
INV0000428,MER000013,CUS000249,INV-2024-000428,18808,INR,2024-11-20,Paid,2024-11-03 23:28:00,2024-11-16 23:28:00
INV0000429,MER000012,CUS000049,INV-2024-000429,7672,INR,2025-05-29,Pending,2025-05-11 16:55:00,
INV0000430,MER000066,CUS000203,INV-2024-000430,418,INR,2025-06-25,Partially Paid,2025-06-02 12:08:00,2025-06-02 12:08:00
INV0000431,MER000023,CUS000050,INV-2024-000431,23155,INR,2024-03-21,Paid,2024-02-29 07:02:00,2024-03-11 07:02:00
INV0000432,MER000026,CUS000071,INV-2024-000432,8606,INR,2025-06-11,Paid,2025-06-01 12:40:00,2025-06-04 12:40:00
INV0000433,MER000048,CUS000126,INV-2024-000433,3910,INR,2025-05-18,Paid,2025-04-30 18:35:00,2025-05-08 18:35:00
INV0000434,MER000012,CUS000073,INV-2024-000434,150,INR,2024-06-28,Partially Paid,2024-06-15 18:49:00,2024-06-25 18:49:00
INV0000435,MER000029,CUS000174,INV-2024-000435,7710,INR,2025-07-07,Paid,2025-06-09 00:55:00,2025-06-13 00:55:00
INV0000436,MER000023,CUS000154,INV-2024-000436,24665,INR,2024-10-01,Pending,2024-09-15 19:51:00,
INV0000437,MER000036,CUS000109,INV-2024-000437,32854,INR,2025-05-06,Paid,2025-04-15 08:13:00,2025-05-01 08:13:00
INV0000438,MER000051,CUS000150,INV-2024-000438,623,INR,2025-12-06,Paid,2025-11-09 11:35:00,2025-11-18 11:35:00
INV0000439,MER000039,CUS000176,INV-2024-000439,165,INR,2024-12-27,Partially Paid,2024-12-10 08:40:00,2024-12-18 08:40:00
INV0000440,MER000039,CUS000049,INV-2024-000440,883,INR,2024-09-29,Paid,2024-09-03 01:51:00,2024-09-13 01:51:00
INV0000441,MER000018,CUS000185,INV-2024-000441,609,INR,2024-11-18,Paid,2024-10-29 08:58:00,2024-10-30 08:58:00
INV0000442,MER000025,CUS000088,INV-2024-000442,24573,INR,2025-07-23,Partially Paid,2025-07-01 20:50:00,2025-07-22 20:50:00
INV0000443,MER000046,CUS000130,INV-2024-000443,3786,INR,2025-11-20,Paid,2025-11-04 17:11:00,2025-11-08 17:11:00
INV0000444,MER000034,CUS000186,INV-2024-000444,21998,INR,2025-12-06,Paid,2025-11-27 10:41:00,2025-11-30 10:41:00
INV0000445,MER000040,CUS000108,INV-2024-000445,31714,INR,2025-01-31,Paid,2025-01-15 08:37:00,2025-01-18 08:37:00
INV0000446,MER000061,CUS000014,INV-2024-000446,48246,INR,2025-09-08,Partially Paid,2025-08-17 19:04:00,2025-09-02 19:04:00
INV0000447,MER000016,CUS000223,INV-2024-000447,9681,INR,2024-11-12,Paid,2024-11-01 13:03:00,2024-11-04 13:03:00
INV0000448,MER000044,CUS000105,INV-2024-000448,169950,INR,2024-06-24,Paid,2024-05-26 10:55:00,2024-05-28 10:55:00
INV0000449,MER000063,CUS000086,INV-2024-000449,3898,INR,2024-11-23,Paid,2024-11-16 20:03:00,2024-11-19 20:03:00
INV0000450,MER000022,CUS000148,INV-2024-000450,42085,INR,2024-04-20,Paid,2024-03-31 04:39:00,2024-04-12 04:39:00
INV0000451,MER000055,CUS000248,INV-2024-000451,1077,INR,2024-03-09,Paid,2024-02-08 17:12:00,2024-02-08 17:12:00
INV0000452,MER000042,CUS000194,INV-2024-000452,22490,INR,2024-02-15,Pending,2024-01-19 21:00:00,
INV0000453,MER000029,CUS000178,INV-2024-000453,30454,INR,2024-06-04,Paid,2024-05-12 03:24:00,2024-05-17 03:24:00
INV0000454,MER000009,CUS000211,INV-2024-000454,397,INR,2025-05-07,Paid,2025-04-11 23:33:00,2025-04-24 23:33:00
INV0000455,MER000018,CUS000088,INV-2024-000455,178498,INR,2025-01-21,Paid,2025-01-02 06:10:00,2025-01-09 06:10:00
INV0000456,MER000017,CUS000055,INV-2024-000456,48647,INR,2025-06-18,Pending,2025-05-31 05:07:00,
INV0000457,MER000005,CUS000097,INV-2024-000457,26764,INR,2025-07-27,Cancelled,2025-07-01 19:03:00,
INV0000458,MER000014,CUS000168,INV-2024-000458,13162,INR,2024-05-17,Paid,2024-04-28 13:28:00,2024-05-06 13:28:00
INV0000459,MER000061,CUS000180,INV-2024-000459,811,INR,2025-10-27,Paid,2025-10-07 00:19:00,2025-10-23 00:19:00
INV0000460,MER000035,CUS000160,INV-2024-000460,3248,INR,2025-04-03,Paid,2025-03-04 03:32:00,2025-03-13 03:32:00
INV0000461,MER000015,CUS000201,INV-2024-000461,303,INR,2025-09-30,Pending,2025-09-15 06:49:00,
INV0000462,MER000026,CUS000092,INV-2024-000462,29357,INR,2024-07-05,Partially Paid,2024-06-13 01:35:00,2024-07-05 01:35:00
INV0000463,MER000062,CUS000085,INV-2024-000463,1209,INR,2025-11-28,Pending,2025-11-18 02:58:00,
INV0000464,MER000064,CUS000039,INV-2024-000464,43536,INR,2024-03-27,Partially Paid,2024-03-17 23:46:00,2024-03-27 23:46:00
INV0000465,MER000030,CUS000117,INV-2024-000465,127601,INR,2024-10-07,Pending,2024-09-27 14:03:00,
INV0000466,MER000006,CUS000219,INV-2024-000466,6124,INR,2025-03-22,Partially Paid,2025-03-12 23:07:00,2025-03-12 23:07:00
INV0000467,MER000002,CUS000219,INV-2024-000467,762,INR,2024-07-14,Overdue,2024-06-23 10:22:00,
INV0000468,MER000035,CUS000225,INV-2024-000468,34421,INR,2025-01-04,Paid,2024-12-16 05:07:00,2024-12-30 05:07:00
INV0000469,MER000035,CUS000214,INV-2024-000469,8836,INR,2025-03-19,Paid,2025-03-07 20:56:00,2025-03-18 20:56:00
INV0000470,MER000008,CUS000242,INV-2024-000470,16797,INR,2025-03-27,Paid,2025-03-02 18:30:00,2025-03-07 18:30:00
INV0000471,MER000049,CUS000200,INV-2024-000471,1473,INR,2025-12-12,Paid,2025-12-01 23:57:00,2025-12-08 23:57:00
INV0000472,MER000015,CUS000228,INV-2024-000472,1754,INR,2024-03-22,Paid,2024-03-05 08:41:00,2024-03-21 08:41:00
INV0000473,MER000029,CUS000245,INV-2024-000473,6543,INR,2025-07-14,Paid,2025-06-15 16:44:00,2025-06-28 16:44:00
INV0000474,MER000032,CUS000124,INV-2024-000474,7306,INR,2024-06-27,Paid,2024-06-01 17:57:00,2024-06-21 17:57:00
INV0000475,MER000021,CUS000130,INV-2024-000475,42496,INR,2024-07-10,Paid,2024-06-18 02:48:00,2024-06-28 02:48:00
INV0000476,MER000036,CUS000013,INV-2024-000476,7204,INR,2025-03-09,Paid,2025-02-16 07:05:00,2025-03-06 07:05:00
INV0000477,MER000058,CUS000023,INV-2024-000477,39300,INR,2024-12-19,Paid,2024-11-19 03:31:00,2024-11-22 03:31:00
INV0000478,MER000052,CUS000106,INV-2024-000478,662,INR,2024-01-27,Overdue,2024-01-01 02:50:00,
INV0000479,MER000039,CUS000228,INV-2024-000479,4390,INR,2025-11-18,Paid,2025-11-01 21:29:00,2025-11-02 21:29:00
INV0000480,MER000029,CUS000217,INV-2024-000480,8752,INR,2025-11-24,Paid,2025-11-03 11:45:00,2025-11-24 11:45:00
INV0000481,MER000029,CUS000001,INV-2024-000481,5784,INR,2025-08-12,Paid,2025-07-14 16:23:00,2025-08-11 16:23:00
INV0000482,MER000022,CUS000127,INV-2024-000482,834,INR,2025-03-21,Paid,2025-02-23 03:16:00,2025-02-26 03:16:00
INV0000483,MER000051,CUS000056,INV-2024-000483,4123,INR,2025-01-01,Paid,2024-12-12 03:48:00,2025-01-01 03:48:00
INV0000484,MER000016,CUS000198,INV-2024-000484,39976,INR,2025-11-16,Overdue,2025-11-05 18:32:00,
INV0000485,MER000001,CUS000136,INV-2024-000485,46257,INR,2025-04-11,Pending,2025-03-19 18:30:00,
INV0000486,MER000023,CUS000178,INV-2024-000486,3104,INR,2024-05-12,Paid,2024-04-16 12:42:00,2024-04-26 12:42:00
INV0000487,MER000065,CUS000226,INV-2024-000487,5068,INR,2024-10-23,Paid,2024-10-07 12:21:00,2024-10-11 12:21:00
INV0000488,MER000018,CUS000106,INV-2024-000488,9394,INR,2024-11-19,Pending,2024-11-02 22:35:00,
INV0000489,MER000028,CUS000052,INV-2024-000489,5761,INR,2025-01-17,Paid,2024-12-19 21:08:00,2024-12-24 21:08:00
INV0000490,MER000065,CUS000139,INV-2024-000490,6282,INR,2024-05-20,Paid,2024-04-28 11:35:00,2024-05-19 11:35:00
INV0000491,MER000054,CUS000173,INV-2024-000491,44990,INR,2024-10-26,Paid,2024-10-19 13:51:00,2024-10-19 13:51:00
INV0000492,MER000049,CUS000038,INV-2024-000492,157,INR,2024-08-04,Cancelled,2024-07-23 08:48:00,
INV0000493,MER000033,CUS000038,INV-2024-000493,29343,INR,2024-08-14,Pending,2024-07-27 17:02:00,
INV0000494,MER000014,CUS000158,INV-2024-000494,46824,INR,2024-09-10,Paid,2024-08-17 23:41:00,2024-09-02 23:41:00
INV0000495,MER000037,CUS000178,INV-2024-000495,7252,INR,2025-02-28,Paid,2025-01-31 13:50:00,2025-02-17 13:50:00
INV0000496,MER000007,CUS000004,INV-2024-000496,23310,INR,2025-10-11,Partially Paid,2025-09-27 14:53:00,2025-10-08 14:53:00
INV0000497,MER000048,CUS000194,INV-2024-000497,4219,INR,2024-07-29,Cancelled,2024-07-17 09:28:00,
INV0000498,MER000010,CUS000048,INV-2024-000498,242697,INR,2025-06-18,Paid,2025-06-10 03:24:00,2025-06-18 03:24:00
INV0000499,MER000034,CUS000034,INV-2024-000499,966,INR,2024-10-09,Pending,2024-09-18 00:21:00,
INV0000500,MER000020,CUS000011,INV-2024-000500,430,INR,2025-09-30,Paid,2025-09-03 01:49:00,2025-09-24 01:49:00
INV0000501,MER000039,CUS000126,INV-2024-000501,46056,INR,2025-01-30,Paid,2025-01-01 02:50:00,2025-01-08 02:50:00
INV0000502,MER000024,CUS000134,INV-2024-000502,617,INR,2024-07-06,Paid,2024-06-12 13:34:00,2024-06-23 13:34:00
INV0000503,MER000029,CUS000227,INV-2024-000503,6438,INR,2024-12-18,Overdue,2024-12-05 11:18:00,
INV0000504,MER000068,CUS000122,INV-2024-000504,247168,INR,2025-11-23,Paid,2025-10-26 00:07:00,2025-11-02 00:07:00
INV0000505,MER000032,CUS000246,INV-2024-000505,428,INR,2025-02-09,Paid,2025-01-25 03:24:00,2025-02-03 03:24:00
INV0000506,MER000004,CUS000234,INV-2024-000506,7144,INR,2025-07-02,Paid,2025-06-10 16:28:00,2025-06-30 16:28:00
INV0000507,MER000025,CUS000083,INV-2024-000507,2573,INR,2024-06-27,Paid,2024-06-20 17:34:00,2024-06-23 17:34:00
INV0000508,MER000028,CUS000222,INV-2024-000508,2703,INR,2024-08-27,Partially Paid,2024-07-29 17:53:00,2024-08-21 17:53:00
INV0000509,MER000056,CUS000166,INV-2024-000509,14727,INR,2024-07-05,Paid,2024-06-06 00:29:00,2024-06-08 00:29:00
INV0000510,MER000010,CUS000014,INV-2024-000510,357,INR,2025-08-08,Partially Paid,2025-07-25 02:36:00,2025-07-31 02:36:00
INV0000511,MER000050,CUS000116,INV-2024-000511,8095,INR,2024-12-17,Paid,2024-11-19 00:24:00,2024-11-19 00:24:00
INV0000512,MER000009,CUS000194,INV-2024-000512,12983,INR,2024-04-07,Paid,2024-03-15 11:59:00,2024-04-05 11:59:00
INV0000513,MER000039,CUS000156,INV-2024-000513,883,INR,2025-04-21,Paid,2025-03-24 12:25:00,2025-03-29 12:25:00
INV0000514,MER000069,CUS000057,INV-2024-000514,500,INR,2025-07-23,Paid,2025-07-12 09:40:00,2025-07-23 09:40:00
INV0000515,MER000048,CUS000246,INV-2024-000515,46276,INR,2025-07-30,Paid,2025-07-22 04:07:00,2025-07-28 04:07:00
INV0000516,MER000069,CUS000141,INV-2024-000516,29969,INR,2024-09-02,Paid,2024-08-03 23:47:00,2024-08-16 23:47:00
INV0000517,MER000066,CUS000037,INV-2024-000517,326,INR,2025-10-03,Paid,2025-09-23 08:12:00,2025-10-02 08:12:00
INV0000518,MER000007,CUS000218,INV-2024-000518,45970,INR,2025-04-26,Paid,2025-04-17 20:35:00,2025-04-18 20:35:00
INV0000519,MER000033,CUS000026,INV-2024-000519,694,INR,2025-05-24,Paid,2025-05-13 10:22:00,2025-05-16 10:22:00
INV0000520,MER000013,CUS000073,INV-2024-000520,4171,INR,2024-12-08,Paid,2024-11-21 15:28:00,2024-11-30 15:28:00
INV0000521,MER000020,CUS000145,INV-2024-000521,6183,INR,2025-03-31,Paid,2025-03-14 05:00:00,2025-03-21 05:00:00
INV0000522,MER000056,CUS000071,INV-2024-000522,18802,INR,2025-12-18,Paid,2025-11-26 23:21:00,2025-12-07 23:21:00
INV0000523,MER000040,CUS000125,INV-2024-000523,3880,INR,2025-11-07,Partially Paid,2025-10-23 19:05:00,2025-10-27 19:05:00
INV0000524,MER000069,CUS000051,INV-2024-000524,2253,INR,2024-04-10,Paid,2024-03-18 00:54:00,2024-04-05 00:54:00
INV0000525,MER000052,CUS000197,INV-2024-000525,1601,INR,2025-08-11,Paid,2025-07-18 08:34:00,2025-08-11 08:34:00
INV0000526,MER000020,CUS000094,INV-2024-000526,5768,INR,2024-06-09,Paid,2024-05-17 14:32:00,2024-05-28 14:32:00
INV0000527,MER000065,CUS000003,INV-2024-000527,3718,INR,2025-06-22,Paid,2025-06-10 04:28:00,2025-06-19 04:28:00
INV0000528,MER000019,CUS000189,INV-2024-000528,33515,INR,2024-03-04,Paid,2024-02-11 07:48:00,2024-02-19 07:48:00
INV0000529,MER000048,CUS000060,INV-2024-000529,311,INR,2025-07-06,Partially Paid,2025-06-14 11:24:00,2025-06-15 11:24:00
INV0000530,MER000006,CUS000167,INV-2024-000530,9543,INR,2025-11-09,Paid,2025-10-10 08:53:00,2025-10-27 08:53:00
INV0000531,MER000023,CUS000097,INV-2024-000531,6986,INR,2025-09-02,Paid,2025-08-24 20:57:00,2025-08-30 20:57:00
INV0000532,MER000029,CUS000133,INV-2024-000532,6654,INR,2025-06-08,Paid,2025-05-13 15:56:00,2025-05-17 15:56:00
INV0000533,MER000057,CUS000043,INV-2024-000533,9431,INR,2025-10-31,Paid,2025-10-20 08:13:00,2025-10-25 08:13:00
INV0000534,MER000016,CUS000170,INV-2024-000534,6411,INR,2024-05-18,Paid,2024-04-26 15:43:00,2024-05-14 15:43:00
INV0000535,MER000021,CUS000166,INV-2024-000535,11472,INR,2024-10-01,Paid,2024-09-06 01:08:00,2024-09-10 01:08:00
INV0000536,MER000066,CUS000011,INV-2024-000536,19625,INR,2024-03-10,Paid,2024-02-27 05:16:00,2024-03-04 05:16:00
INV0000537,MER000003,CUS000225,INV-2024-000537,28577,INR,2024-04-23,Cancelled,2024-03-28 06:28:00,
INV0000538,MER000062,CUS000044,INV-2024-000538,7731,INR,2025-10-02,Pending,2025-09-07 04:50:00,
INV0000539,MER000024,CUS000160,INV-2024-000539,5334,INR,2024-07-07,Partially Paid,2024-06-20 23:43:00,2024-06-22 23:43:00
INV0000540,MER000030,CUS000097,INV-2024-000540,2779,INR,2024-02-09,Paid,2024-01-17 06:33:00,2024-01-21 06:33:00
INV0000541,MER000013,CUS000046,INV-2024-000541,1640,INR,2025-07-08,Paid,2025-06-28 16:48:00,2025-07-08 16:48:00
INV0000542,MER000017,CUS000231,INV-2024-000542,1020,INR,2025-12-18,Paid,2025-11-25 20:27:00,2025-11-26 20:27:00
INV0000543,MER000068,CUS000110,INV-2024-000543,8900,INR,2025-02-24,Partially Paid,2025-01-25 11:37:00,2025-02-20 11:37:00
INV0000544,MER000013,CUS000109,INV-2024-000544,588,INR,2024-09-21,Partially Paid,2024-08-26 02:18:00,2024-09-08 02:18:00
INV0000545,MER000033,CUS000049,INV-2024-000545,861,INR,2024-01-18,Paid,2024-01-08 18:33:00,2024-01-14 18:33:00
INV0000546,MER000027,CUS000177,INV-2024-000546,36795,INR,2025-01-25,Paid,2025-01-05 03:09:00,2025-01-13 03:09:00
INV0000547,MER000034,CUS000219,INV-2024-000547,6991,INR,2025-10-07,Pending,2025-09-18 08:43:00,
INV0000548,MER000053,CUS000142,INV-2024-000548,41620,INR,2024-07-26,Paid,2024-07-02 11:35:00,2024-07-11 11:35:00
INV0000549,MER000045,CUS000199,INV-2024-000549,19049,INR,2025-11-20,Paid,2025-11-06 03:47:00,2025-11-17 03:47:00
INV0000550,MER000021,CUS000026,INV-2024-000550,7563,INR,2025-01-10,Paid,2024-12-12 17:39:00,2024-12-13 17:39:00
INV0000551,MER000021,CUS000100,INV-2024-000551,51387,INR,2024-04-29,Paid,2024-04-03 04:30:00,2024-04-05 04:30:00
INV0000552,MER000034,CUS000057,INV-2024-000552,1619,INR,2025-02-24,Paid,2025-01-28 12:39:00,2025-02-19 12:39:00
INV0000553,MER000008,CUS000243,INV-2024-000553,21487,INR,2025-10-24,Paid,2025-10-17 15:28:00,2025-10-21 15:28:00
INV0000554,MER000025,CUS000009,INV-2024-000554,43460,INR,2025-07-08,Paid,2025-06-12 22:14:00,2025-06-13 22:14:00
INV0000555,MER000047,CUS000062,INV-2024-000555,3580,INR,2024-04-17,Paid,2024-03-29 08:49:00,2024-04-10 08:49:00
INV0000556,MER000052,CUS000151,INV-2024-000556,1252,INR,2024-03-27,Pending,2024-03-11 02:35:00,
INV0000557,MER000045,CUS000089,INV-2024-000557,122485,INR,2024-09-09,Partially Paid,2024-08-19 19:12:00,2024-09-06 19:12:00
INV0000558,MER000001,CUS000067,INV-2024-000558,618,INR,2024-05-12,Paid,2024-04-19 17:04:00,2024-04-22 17:04:00
INV0000559,MER000066,CUS000245,INV-2024-000559,9814,INR,2025-09-01,Overdue,2025-08-11 08:44:00,
INV0000560,MER000062,CUS000198,INV-2024-000560,6566,INR,2025-05-09,Partially Paid,2025-04-14 21:29:00,2025-04-29 21:29:00
INV0000561,MER000015,CUS000067,INV-2024-000561,748,INR,2024-08-27,Pending,2024-08-13 21:44:00,
INV0000562,MER000053,CUS000245,INV-2024-000562,9777,INR,2024-01-25,Paid,2024-01-10 22:53:00,2024-01-12 22:53:00
INV0000563,MER000052,CUS000173,INV-2024-000563,32413,INR,2024-03-30,Paid,2024-03-18 17:59:00,2024-03-23 17:59:00
INV0000564,MER000028,CUS000229,INV-2024-000564,3995,INR,2025-12-30,Paid,2025-11-30 06:31:00,2025-12-23 06:31:00
INV0000565,MER000031,CUS000224,INV-2024-000565,4756,INR,2024-08-21,Paid,2024-07-26 07:53:00,2024-08-19 07:53:00
INV0000566,MER000014,CUS000031,INV-2024-000566,42288,INR,2025-10-14,Overdue,2025-09-20 00:48:00,
INV0000567,MER000062,CUS000096,INV-2024-000567,9067,INR,2025-08-23,Cancelled,2025-08-11 08:31:00,
INV0000568,MER000066,CUS000072,INV-2024-000568,3102,INR,2024-03-16,Paid,2024-02-25 16:51:00,2024-03-13 16:51:00
INV0000569,MER000005,CUS000129,INV-2024-000569,3864,INR,2025-05-06,Paid,2025-04-13 03:44:00,2025-05-05 03:44:00
INV0000570,MER000002,CUS000004,INV-2024-000570,7217,INR,2025-09-04,Paid,2025-08-17 03:20:00,2025-08-25 03:20:00
INV0000571,MER000024,CUS000141,INV-2024-000571,5414,INR,2025-05-15,Paid,2025-04-27 19:21:00,2025-05-10 19:21:00
INV0000572,MER000027,CUS000108,INV-2024-000572,34400,INR,2025-01-29,Paid,2025-01-08 12:17:00,2025-01-12 12:17:00
INV0000573,MER000030,CUS000209,INV-2024-000573,376,INR,2024-09-17,Paid,2024-08-29 17:27:00,2024-09-02 17:27:00
INV0000574,MER000061,CUS000207,INV-2024-000574,531,INR,2025-06-22,Paid,2025-05-26 04:57:00,2025-06-18 04:57:00
INV0000575,MER000041,CUS000202,INV-2024-000575,5112,INR,2025-08-17,Paid,2025-07-29 18:03:00,2025-08-03 18:03:00
INV0000576,MER000008,CUS000056,INV-2024-000576,41231,INR,2025-11-05,Paid,2025-10-06 03:28:00,2025-10-17 03:28:00
INV0000577,MER000047,CUS000144,INV-2024-000577,5223,INR,2024-12-28,Paid,2024-12-18 00:26:00,2024-12-28 00:26:00
INV0000578,MER000026,CUS000148,INV-2024-000578,9822,INR,2024-07-14,Paid,2024-06-27 09:22:00,2024-07-12 09:22:00
INV0000579,MER000058,CUS000228,INV-2024-000579,728,INR,2024-10-31,Partially Paid,2024-10-20 14:40:00,2024-10-30 14:40:00
INV0000580,MER000044,CUS000108,INV-2024-000580,7632,INR,2024-03-31,Paid,2024-03-14 02:10:00,2024-03-24 02:10:00
INV0000581,MER000038,CUS000182,INV-2024-000581,7480,INR,2024-10-22,Pending,2024-10-04 14:49:00,
INV0000582,MER000067,CUS000248,INV-2024-000582,3742,INR,2024-08-06,Paid,2024-07-07 00:08:00,2024-07-15 00:08:00
INV0000583,MER000011,CUS000054,INV-2024-000583,205,INR,2024-04-29,Paid,2024-04-07 02:59:00,2024-04-07 02:59:00
INV0000584,MER000051,CUS000135,INV-2024-000584,15456,INR,2024-04-27,Paid,2024-04-16 08:39:00,2024-04-22 08:39:00
INV0000585,MER000040,CUS000059,INV-2024-000585,5656,INR,2025-04-09,Paid,2025-03-29 20:08:00,2025-03-31 20:08:00
INV0000586,MER000004,CUS000009,INV-2024-000586,6329,INR,2025-05-26,Overdue,2025-05-02 14:55:00,
INV0000587,MER000057,CUS000035,INV-2024-000587,232878,INR,2025-08-01,Paid,2025-07-06 05:37:00,2025-07-29 05:37:00
INV0000588,MER000056,CUS000135,INV-2024-000588,9746,INR,2024-12-07,Paid,2024-11-13 11:30:00,2024-11-15 11:30:00
INV0000589,MER000057,CUS000079,INV-2024-000589,5257,INR,2024-06-15,Paid,2024-06-08 09:00:00,2024-06-10 09:00:00
INV0000590,MER000045,CUS000074,INV-2024-000590,1137,INR,2025-05-25,Pending,2025-05-18 15:19:00,
INV0000591,MER000038,CUS000153,INV-2024-000591,1119,INR,2025-08-04,Partially Paid,2025-07-15 11:12:00,2025-07-28 11:12:00
INV0000592,MER000051,CUS000064,INV-2024-000592,854,INR,2025-11-11,Paid,2025-10-23 12:53:00,2025-10-25 12:53:00
INV0000593,MER000055,CUS000161,INV-2024-000593,5455,INR,2024-11-11,Pending,2024-10-18 20:47:00,
INV0000594,MER000053,CUS000049,INV-2024-000594,21955,INR,2024-06-15,Paid,2024-05-19 09:07:00,2024-06-02 09:07:00
INV0000595,MER000035,CUS000180,INV-2024-000595,4077,INR,2024-12-02,Overdue,2024-11-24 00:09:00,
INV0000596,MER000003,CUS000048,INV-2024-000596,123955,INR,2024-10-23,Pending,2024-10-02 04:45:00,
INV0000597,MER000030,CUS000024,INV-2024-000597,605,INR,2024-08-26,Pending,2024-08-10 10:26:00,
INV0000598,MER000064,CUS000096,INV-2024-000598,1520,INR,2024-12-15,Paid,2024-12-04 02:53:00,2024-12-10 02:53:00
INV0000599,MER000010,CUS000140,INV-2024-000599,4149,INR,2024-09-20,Paid,2024-09-13 12:53:00,2024-09-16 12:53:00
INV0000600,MER000050,CUS000198,INV-2024-000600,114793,INR,2024-03-05,Pending,2024-02-04 06:29:00,
INV0000601,MER000067,CUS000171,INV-2024-000601,173949,INR,2025-02-19,Paid,2025-02-02 21:19:00,2025-02-03 21:19:00
INV0000602,MER000067,CUS000032,INV-2024-000602,5896,INR,2024-07-30,Partially Paid,2024-07-22 11:56:00,2024-07-25 11:56:00
INV0000603,MER000015,CUS000061,INV-2024-000603,6317,INR,2024-01-31,Paid,2024-01-16 05:50:00,2024-01-28 05:50:00
INV0000604,MER000032,CUS000003,INV-2024-000604,202326,INR,2025-05-12,Paid,2025-05-01 22:38:00,2025-05-02 22:38:00
INV0000605,MER000032,CUS000041,INV-2024-000605,6545,INR,2025-10-20,Paid,2025-10-02 01:03:00,2025-10-19 01:03:00
INV0000606,MER000014,CUS000033,INV-2024-000606,6190,INR,2025-08-12,Pending,2025-07-25 20:48:00,
INV0000607,MER000057,CUS000188,INV-2024-000607,805,INR,2025-02-01,Paid,2025-01-21 11:46:00,2025-01-21 11:46:00
INV0000608,MER000063,CUS000181,INV-2024-000608,5829,INR,2025-07-22,Paid,2025-07-09 22:31:00,2025-07-17 22:31:00
INV0000609,MER000045,CUS000083,INV-2024-000609,28044,INR,2025-09-14,Paid,2025-09-05 17:10:00,2025-09-12 17:10:00
INV0000610,MER000038,CUS000210,INV-2024-000610,7015,INR,2025-05-06,Paid,2025-04-09 00:49:00,2025-05-02 00:49:00
INV0000611,MER000024,CUS000227,INV-2024-000611,977,INR,2025-01-24,Pending,2025-01-07 19:15:00,
INV0000612,MER000069,CUS000210,INV-2024-000612,9587,INR,2025-12-24,Paid,2025-11-30 15:49:00,2025-12-09 15:49:00
INV0000613,MER000042,CUS000105,INV-2024-000613,2810,INR,2024-04-17,Paid,2024-04-08 16:42:00,2024-04-10 16:42:00
INV0000614,MER000023,CUS000224,INV-2024-000614,209,INR,2025-05-20,Paid,2025-05-12 06:06:00,2025-05-18 06:06:00
INV0000615,MER000063,CUS000135,INV-2024-000615,5194,INR,2024-03-17,Pending,2024-02-20 11:14:00,
INV0000616,MER000002,CUS000239,INV-2024-000616,42205,INR,2024-04-18,Paid,2024-03-22 14:51:00,2024-04-08 14:51:00
INV0000617,MER000054,CUS000211,INV-2024-000617,1956,INR,2025-10-01,Pending,2025-09-23 08:33:00,
INV0000618,MER000039,CUS000020,INV-2024-000618,44045,INR,2024-04-23,Paid,2024-04-09 03:46:00,2024-04-12 03:46:00
INV0000619,MER000025,CUS000135,INV-2024-000619,3932,INR,2025-08-14,Pending,2025-07-25 23:35:00,
INV0000620,MER000046,CUS000173,INV-2024-000620,7998,INR,2024-04-28,Paid,2024-04-16 05:50:00,2024-04-24 05:50:00
INV0000621,MER000044,CUS000169,INV-2024-000621,714,INR,2025-04-15,Paid,2025-03-29 11:57:00,2025-04-08 11:57:00
INV0000622,MER000048,CUS000106,INV-2024-000622,38220,INR,2024-12-22,Paid,2024-11-27 19:15:00,2024-12-09 19:15:00
INV0000623,MER000033,CUS000093,INV-2024-000623,167310,INR,2025-02-18,Cancelled,2025-02-10 00:46:00,
INV0000624,MER000003,CUS000133,INV-2024-000624,409,INR,2024-01-20,Partially Paid,2024-01-07 09:14:00,2024-01-07 09:14:00
